category,video_id,onset,offset
"Fixed-wing aircraft, airplane",BgIPAH8GV4E,0,10
"Fixed-wing aircraft, airplane",7wv251gTz9g,0,10
"Fixed-wing aircraft, airplane",12jPv5y32w0,0,10
"Fixed-wing aircraft, airplane",CTxJMeqDp8w,0,10
"Fixed-wing aircraft, airplane",KIFXOrj3lp0,0,10
"Fixed-wing aircraft, airplane",5aJWAISV1UU,0,10
"Fixed-wing aircraft, airplane",D2BfXuSxZLg,6,10
"Fixed-wing aircraft, airplane",BCzr2lsLulY,1,10
"Fixed-wing aircraft, airplane",Cvq5cPBfeRI,0,10
"Fixed-wing aircraft, airplane",IXV7IprDnEw,0,10
"Fixed-wing aircraft, airplane",IvO1zqoBXAA,0,10
"Fixed-wing aircraft, airplane",55k2oh0wtug,0,10
"Fixed-wing aircraft, airplane",0vWh6Knoer8,7,10
"Fixed-wing aircraft, airplane",H5h0f3SD8Mk,0,10
"Fixed-wing aircraft, airplane",J8DZ-gyauXg,0,10
"Fixed-wing aircraft, airplane",7p8PscFO5IQ,0,10
"Fixed-wing aircraft, airplane",CtdG32YHaTA,0,10
"Fixed-wing aircraft, airplane",8voZhq4ZUdw,0,10
"Fixed-wing aircraft, airplane",B2yCH3NGBrU,0,10
"Fixed-wing aircraft, airplane",3bZhLPACkUc,0,10
"Fixed-wing aircraft, airplane",5-I8cdKmRCc,0,10
"Fixed-wing aircraft, airplane",1Co8vdldU2A,0,10
"Fixed-wing aircraft, airplane",D8C_w71_4KY,0,10
"Fixed-wing aircraft, airplane",1AfXFAf3trQ,0,10
"Fixed-wing aircraft, airplane",8bOXqESYb8o,0,10
"Fixed-wing aircraft, airplane",HTJLR3jbYTg,0,10
"Fixed-wing aircraft, airplane",2DsqCMYTVOQ,3,10
"Fixed-wing aircraft, airplane",CN0m9JCu4qA,0,8
"Fixed-wing aircraft, airplane",HNm214SkJPM,8,10
"Fixed-wing aircraft, airplane",-8MpVkOt4Hk,2,10
"Fixed-wing aircraft, airplane",1dGmguC1hJk,0,10
"Fixed-wing aircraft, airplane",GjDwrcfeZvc,0,10
"Fixed-wing aircraft, airplane",EY3fFSkPbaA,0,10
"Fixed-wing aircraft, airplane",3Xb3gGBvUBY,0,10
"Fixed-wing aircraft, airplane",BjKc3RcWnM4,0,10
"Fixed-wing aircraft, airplane",AQvhFMkI51Y,0,10
"Fixed-wing aircraft, airplane",FPIVRAQI9Ao,0,10
"Fixed-wing aircraft, airplane",C7aKHANH3Sc,0,10
"Fixed-wing aircraft, airplane",9y1lQfK0CSY,2,10
"Fixed-wing aircraft, airplane",8q5l9_OSl_A,0,10
"Fixed-wing aircraft, airplane",4nFtdiPKmZ0,0,10
"Fixed-wing aircraft, airplane",1QLdlIqDyHA,0,10
"Fixed-wing aircraft, airplane",G_R-8h08GKk,4,10
"Fixed-wing aircraft, airplane",8wJGJIqr_eU,7,10
"Fixed-wing aircraft, airplane",E9jM9yUBZew,4,9
"Fixed-wing aircraft, airplane",0ws3LwMB9ns,0,10
"Fixed-wing aircraft, airplane",Hp9Xg_DWJoQ,0,10
"Fixed-wing aircraft, airplane",0QPmJcB7MZU,0,10
"Fixed-wing aircraft, airplane",5_Gi8Bv8wZE,0,10
"Fixed-wing aircraft, airplane",Es0nAaj9eaA,0,10
"Fixed-wing aircraft, airplane",8bpsyzwKMaU,0,10
"Fixed-wing aircraft, airplane",-hFfhRVMYj0,7,10
"Fixed-wing aircraft, airplane",B58-khpq9Qs,2,5
"Fixed-wing aircraft, airplane",F0Hr4Fy89f0,0,6
"Fixed-wing aircraft, airplane",Jt2ycIPZ2uU,0,10
"Fixed-wing aircraft, airplane",DQfZnVP5LP0,0,10
"Fixed-wing aircraft, airplane",DBKdnHyDp5U,0,10
"Fixed-wing aircraft, airplane",FQpo_whik1o,0,10
"Fixed-wing aircraft, airplane",J4IqYJ_IT3c,6,10
"Fixed-wing aircraft, airplane",6a1dJ49KuuM,0,10
"Fixed-wing aircraft, airplane",Cu-W6A6FRPc,0,10
"Fixed-wing aircraft, airplane",8laqrpkzTKU,0,10
"Fixed-wing aircraft, airplane",C3q2vSaKlHM,0,10
"Fixed-wing aircraft, airplane",3PxyZDi24Hc,0,10
"Fixed-wing aircraft, airplane",G5dYqqk97dI,3,10
"Fixed-wing aircraft, airplane",AAd3ZzKX1kg,0,10
"Fixed-wing aircraft, airplane",CWzWbKAR7po,0,10
"Fixed-wing aircraft, airplane",-6oO5OktZVk,0,10
"Fixed-wing aircraft, airplane",58YmBQRlM0k,0,10
"Fixed-wing aircraft, airplane",36ifFEokXgQ,0,10
"Fixed-wing aircraft, airplane",AUautNwvX5I,0,10
"Fixed-wing aircraft, airplane",66_1TQ1FsT4,0,10
"Fixed-wing aircraft, airplane",7_IIQ0li42M,0,6
"Fixed-wing aircraft, airplane",0rOrlLPYRzQ,5,10
"Fixed-wing aircraft, airplane",Ip9JKi2ffg8,0,10
"Fixed-wing aircraft, airplane",0cpgNgmNRIA,0,10
"Fixed-wing aircraft, airplane",-SuOK31Shjo,0,10
"Fixed-wing aircraft, airplane",7brboN4nzcE,0,10
"Fixed-wing aircraft, airplane",2NRNCVQRJWs,0,10
"Fixed-wing aircraft, airplane",6qupraZ3Nag,4,10
"Fixed-wing aircraft, airplane",45Joz4cqbc8,0,10
"Fixed-wing aircraft, airplane",-Kj41tZzwUk,0,10
"Fixed-wing aircraft, airplane",7iIBkME4bSM,0,10
"Fixed-wing aircraft, airplane",1Kd1eUeaKdQ,0,10
"Fixed-wing aircraft, airplane",6VDVoRwopWE,0,4
"Fixed-wing aircraft, airplane",7633eW447cg,0,10
"Fixed-wing aircraft, airplane",IOBbVjG2IC8,0,10
"Fixed-wing aircraft, airplane",DynoOMg9Mvw,0,10
"Fixed-wing aircraft, airplane",HyAGOtC2wtM,8,10
"Fixed-wing aircraft, airplane",5nZu6QpfG0g,0,10
"Fixed-wing aircraft, airplane",8vkOYo3ha1Y,0,10
"Fixed-wing aircraft, airplane",5CC4RUxyCCI,2,10
"Fixed-wing aircraft, airplane",EMYgFKAZyf8,0,10
"Fixed-wing aircraft, airplane",3p-N9U8C8gw,4,7
"Fixed-wing aircraft, airplane",2f0JKXfTPrE,0,10
"Fixed-wing aircraft, airplane",EtwTPin7I1Q,0,10
"Fixed-wing aircraft, airplane",AdovQEX-Jco,0,10
"Fixed-wing aircraft, airplane",5Xy6dks_Zjw,0,10
"Fixed-wing aircraft, airplane",-iAUOrx_4Hw,2,10
"Fixed-wing aircraft, airplane",HQ6bw3Eou1U,0,10
"Fixed-wing aircraft, airplane",H9zD1nVSw9g,0,10
"Fixed-wing aircraft, airplane",7nGprDHshLY,0,9
"Fixed-wing aircraft, airplane",HLqhkZAW0K8,0,10
"Fixed-wing aircraft, airplane",6cc_-n_lKiA,0,10
"Fixed-wing aircraft, airplane",IN-9KCBYTqA,0,10
"Fixed-wing aircraft, airplane",-X7d4l-QEh0,0,10
"Fixed-wing aircraft, airplane",7o74RiDSb_M,0,6
"Fixed-wing aircraft, airplane",FlIOhn_oQLM,0,10
"Fixed-wing aircraft, airplane",5qRMgTBO9NU,5,7
"Fixed-wing aircraft, airplane",BRQVmM6fSak,0,6
"Fixed-wing aircraft, airplane",1xKLPsJx7E0,0,10
"Fixed-wing aircraft, airplane",-LmeyyQrsCA,0,10
"Fixed-wing aircraft, airplane",KLjwk9s6XsQ,0,10
"Fixed-wing aircraft, airplane",94_vBTqolrY,7,10
"Fixed-wing aircraft, airplane",8DxT_XyaT9w,3,7
"Fixed-wing aircraft, airplane",EtdNyMsl1f4,0,10
"Fixed-wing aircraft, airplane",DO6HpMTSkF4,0,10
"Fixed-wing aircraft, airplane",KVZ3Yq-RGg4,0,10
"Fixed-wing aircraft, airplane",4cuwf0Sq7lE,5,10
"Fixed-wing aircraft, airplane",3sV2UltJaKk,1,10
"Fixed-wing aircraft, airplane",6nakxDQFBlI,0,10
"Race car, auto racing",3NPJcISOvLc,7,10
"Race car, auto racing",-Y7b2SY8lgY,0,8
"Race car, auto racing",-sdUv_DC28k,0,7
"Race car, auto racing",8PfAEW-985A,0,7
"Race car, auto racing",0fM0Ssy2QPo,6,10
"Race car, auto racing",2jXY8l00Poo,0,8
"Race car, auto racing",2zCcsxgX2_0,3,5
"Race car, auto racing",3YuBzhAU_Yc,0,2
"Race car, auto racing",3As6JHFBlVg,4,10
"Race car, auto racing",0N9y6kwEyKc,4,6
"Race car, auto racing",-P-2hDG5kKk,0,5
"Race car, auto racing",4bma6GcgXXo,3,10
"Race car, auto racing",7sByY3EL3bY,3,10
"Race car, auto racing",1baytYmpcTA,0,7
"Race car, auto racing",5fiZvFes7nY,3,10
"Race car, auto racing",7ZGjZTmhklA,4,10
"Race car, auto racing",6u_CZHfvlWQ,0,2
"Race car, auto racing",2Jnv4ouZEEw,7,10
"Race car, auto racing",22olCB3wQaA,5,10
"Race car, auto racing",6Cg0TkI_GKk,3,10
"Race car, auto racing",2MK_wQr3Msw,0,10
"Race car, auto racing",-qYiJpX6cHc,0,4
"Race car, auto racing",2S5BMgtCq7Q,0,6
"Race car, auto racing",1DkfRgtApF4,5,10
"Race car, auto racing",5WVAcBwifo8,8,10
"Race car, auto racing",01lU03LHruc,0,10
"Race car, auto racing",7LvrJxH3o70,3,10
"Race car, auto racing",3cMqNcphAxE,2,8
"Race car, auto racing",5WREYg7Oog8,0,10
"Race car, auto racing",1_5PLcKZaN4,0,4
"Race car, auto racing",3Y5XYAlo4ME,0,10
"Race car, auto racing",5Lksz_pAFx8,0,10
"Race car, auto racing",-tIE2qVG1Bc,0,10
"Race car, auto racing",6mReoKOn-iA,0,10
"Race car, auto racing",88_NB1jCIj4,0,4
"Race car, auto racing",3JAjNVImec4,8,10
"Race car, auto racing",3Jfh4vUaw18,4,9
"Race car, auto racing",27Los1lbSXY,4,10
"Race car, auto racing",2U1u2GjkYTA,0,9
"Race car, auto racing",1bhbl7bpQSM,0,10
"Race car, auto racing",2JaOuIcH_2U,0,3
"Race car, auto racing",0rrcR5ML7aI,0,10
"Race car, auto racing",8-NdOdHi7Aw,0,10
"Race car, auto racing",-lg_Oz9glTY,6,10
"Race car, auto racing",7njTG7RNNcs,2,6
"Race car, auto racing",5JHNje238Gg,7,10
"Race car, auto racing",89IYTbZz0UM,0,10
"Race car, auto racing",14_WwLRcWW4,0,7
"Race car, auto racing",-4YlYhzRc_c,0,4
"Race car, auto racing",3Nwo_WKoHwk,0,10
"Race car, auto racing",5LAmVOm_sx4,0,7
"Race car, auto racing",5IRu9K0yzxQ,0,10
"Race car, auto racing",3iQzI1r6Ow4,0,10
"Race car, auto racing",-Nh8B2B_lPU,0,10
"Race car, auto racing",6KO3eMyEeOg,1,10
"Race car, auto racing",2LTe9T2zwEM,0,10
"Race car, auto racing",-G7eX4G5Frc,0,10
"Race car, auto racing",6hL8HNIGdcY,0,10
"Race car, auto racing",7E7SjwMikT0,0,6
"Race car, auto racing",1ZeXHvqcMRE,3,10
"Race car, auto racing",-y7tnKy2Kgw,3,6
"Race car, auto racing",1RQpv8AZQYk,3,10
"Race car, auto racing",7DLmBTAGLmI,5,10
"Race car, auto racing",3N_MqBnppv0,0,7
"Race car, auto racing",2BY4lNq_uGs,0,10
"Race car, auto racing",3eF-0B5Z5-A,0,10
"Race car, auto racing",-WOcO4B-Jis,0,10
"Race car, auto racing",6d7aULxnMVY,0,8
"Race car, auto racing",1X_SXuZnH0U,2,8
"Race car, auto racing",-Yr66H8rlAU,0,10
"Race car, auto racing",5vD5nr9SRsk,0,5
"Race car, auto racing",3obLPXCKYpM,0,10
"Race car, auto racing",5b28fA_Xo7Y,0,10
"Race car, auto racing",576UgLDJwdo,0,10
"Race car, auto racing",-iWt2y7orGc,6,10
"Race car, auto racing",0WiZwf2uRgQ,0,4
"Race car, auto racing",-jwhbq9xZp8,0,10
"Race car, auto racing",1-D1EWf6HTc,0,10
"Race car, auto racing",3zd4SD32QfI,0,10
"Race car, auto racing",1Ie5wdMp3mk,0,5
"Race car, auto racing",0pV0WP9I1zo,7,10
"Race car, auto racing",3HmqJtS2q2Y,0,10
"Race car, auto racing",7lP4OIywYO4,0,10
"Race car, auto racing",-f84OxDzI54,0,10
"Race car, auto racing",-kOR7aKjFZw,0,10
"Race car, auto racing",5apSJFQBrOc,0,10
"Race car, auto racing",3lbqsEFf4Qw,4,10
"Race car, auto racing",321--jOIuTU,0,5
"Race car, auto racing",2lbpnXbGVmA,0,10
"Race car, auto racing",-WwAxd-BBrs,0,10
"Race car, auto racing",3ibg2eaD2jo,0,10
"Race car, auto racing",3Th367zDFec,0,10
"Race car, auto racing",2BzsIU85lsg,0,10
"Race car, auto racing",1_4SgnRUZoA,0,10
"Race car, auto racing",25JfZpQfJ8c,0,4
"Race car, auto racing",6fFgupzqqTQ,6,9
"Race car, auto racing",7E2HRnGoY3U,7,9
"Race car, auto racing",3bbswz0Yzkg,0,10
"Race car, auto racing",3LNQZCaXrMs,0,10
"Race car, auto racing",47UDBjg0oiM,0,9
"Race car, auto racing",2hfcKN22z1g,4,10
"Race car, auto racing",-afoF2aiV0w,0,10
"Race car, auto racing",-c96lccP5nc,0,10
"Race car, auto racing",8GNlbYDeHE8,0,10
"Race car, auto racing",5e_TRzVOHLo,7,10
"Race car, auto racing",4Yti-J4YrX4,3,6
"Race car, auto racing",-ltM8L2kktU,0,10
"Race car, auto racing",16UR9ElPmao,0,10
"Race car, auto racing",5rI2La8NG7w,5,10
"Race car, auto racing",33fbMHu4nzo,5,10
"Race car, auto racing",3UPXKVOz_PU,0,10
"Race car, auto racing",4K8P4BoufRM,0,10
"Race car, auto racing",0Q4dvc6ZjZs,0,10
"Race car, auto racing",1hA5COzE6sY,2,6
"Race car, auto racing",6ySYK0CFbrs,0,4
"Race car, auto racing",6MST-YckqQ0,0,10
"Race car, auto racing",6d7kNY4LGqQ,2,10
"Race car, auto racing",4Db-g-FYKOA,0,10
"Race car, auto racing",6QipAjvqRgI,0,4
"Race car, auto racing",44sFddUuZDM,7,10
"Race car, auto racing",4AaY8e2SDgE,3,6
"Race car, auto racing",-WsmwJzAgLo,0,4
"Race car, auto racing",0H69EaH1AN8,3,10
"Race car, auto racing",3LgI2wLOgVE,3,10
"Race car, auto racing",5xEJrUcH7Gw,0,10
"Race car, auto racing",1ElntnVDwas,6,8
"Race car, auto racing",5jZ9_geG6t0,6,10
"Race car, auto racing",6-qpfoByoa4,8,10
"Race car, auto racing",4DFCW3aPDcY,0,2
"Race car, auto racing",0fIUmzUs9vw,2,10
"Race car, auto racing",4ua_-6aELrI,1,10
"Race car, auto racing",4WfMsMlZgFk,0,6
"Race car, auto racing",4xiXdC2QHyk,0,10
"Race car, auto racing",1qJMhqDhaqU,0,10
"Race car, auto racing",5JSDRgTCt7M,0,10
"Race car, auto racing",8FnSsokvqj4,0,9
"Race car, auto racing",3ONtw83E59c,0,10
"Race car, auto racing",-WyobeAiz5Y,0,10
"Race car, auto racing",57fIhnZBDeI,0,6
"Race car, auto racing",-n2EQH6q-2w,0,10
"Race car, auto racing",1LBQ0B6cnd0,0,7
"Race car, auto racing",52al3EPPW2A,0,10
"Race car, auto racing",7dlXw9MV9U0,0,10
"Race car, auto racing",1plsefHccZ8,0,10
"Race car, auto racing",76HsyXBFRnU,0,10
"Race car, auto racing",8-sPfzsLr2k,5,10
"Race car, auto racing",0JVINGZaGPE,0,10
"Race car, auto racing",2hQ5-4-knxk,0,9
"Race car, auto racing",28nsX8pg7S0,0,10
"Race car, auto racing",49T03J454EU,0,10
"Race car, auto racing",7NUqdE-24VA,0,7
"Race car, auto racing",7iseubFVGVQ,0,10
"Race car, auto racing",48OZxhWjepk,0,10
"Race car, auto racing",4xudimm40HY,0,10
"Race car, auto racing",0ipy-NvRHvI,0,2
"Race car, auto racing",3spkRSuAaYs,0,10
"Race car, auto racing",5l2xM19_hjk,0,10
"Race car, auto racing",8QDaWF7Ps6A,0,10
"Race car, auto racing",1bjZQVkbOdY,0,10
"Race car, auto racing",5G-0Rma9gJU,0,8
"Race car, auto racing",-auWQAsSdEY,2,10
"Race car, auto racing",42Bq1abaN5c,3,7
"Race car, auto racing",5RiwMAGHteQ,4,10
"Race car, auto racing",0eUKfO9ZNdM,0,10
"Race car, auto racing",8KskMOm3vDE,8,10
"Race car, auto racing",0rpjOa_ecvc,2,4
"Race car, auto racing",-rdjUIVtyZg,0,10
"Race car, auto racing",4LaTWnw4_Z8,5,9
"Race car, auto racing",5h73UUgYA8k,0,10
"Race car, auto racing",2K0KbzTQESE,0,6
"Race car, auto racing",5ppzGZHPIDM,0,9
"Race car, auto racing",-1q0XHPxqe8,2,6
"Race car, auto racing",1_EZv9lcy4I,6,10
"Race car, auto racing",2odAQZHNDRU,4,7
"Race car, auto racing",2eaK9N7Wsms,0,10
"Race car, auto racing",7Oz8a2uZjW8,0,5
"Race car, auto racing",7wtsszJc6V8,0,10
"Race car, auto racing",5QJ8SOQQZ7c,3,10
"Race car, auto racing",-Z6NTNuLOTg,4,6
"Race car, auto racing",1LAknnlMGEA,0,10
"Race car, auto racing",446Sa0G5xCA,0,10
"Race car, auto racing",6LanwlvMooY,0,10
"Race car, auto racing",5c-I4iyLr8s,0,3
"Race car, auto racing",4dSzEEFUMxM,0,10
"Race car, auto racing",73jR_P3k8Ok,0,10
"Race car, auto racing",4Y_NJx-p_wQ,0,10
"Race car, auto racing",57kFw1rqgWw,0,10
"Race car, auto racing",6XNavva3RYk,5,10
"Female speech, woman speaking",-iTivTyfpDM,4,7
"Female speech, woman speaking",0roUiwd5-So,5,7
"Female speech, woman speaking",-csuF-U56nQ,8,10
"Female speech, woman speaking",18tvCGgxUWA,0,8
"Female speech, woman speaking",-ccciEuH9FE,5,10
"Female speech, woman speaking",15xfuJMt16Y,0,10
"Female speech, woman speaking",0PV3MVLId_o,5,8
"Female speech, woman speaking",1P4RTxyrT5k,0,8
"Female speech, woman speaking",0E6nE2jPiTs,0,6
"Female speech, woman speaking",0sAL3SGoQAU,3,10
"Female speech, woman speaking",0ADHrKrIkis,0,10
"Female speech, woman speaking",1BEonVxnQl8,0,6
"Female speech, woman speaking",0NdIc2geEW0,4,10
"Female speech, woman speaking",09wv_icjkEk,0,3
"Female speech, woman speaking",1gHWNOb6Aqg,0,10
"Female speech, woman speaking",1G6nF00GkGE,0,5
"Female speech, woman speaking",-iTRb9ze7W0,4,10
"Female speech, woman speaking",-d2YaOC6giw,0,5
"Female speech, woman speaking",-jjWi-og5Qs,8,10
"Female speech, woman speaking",0779k0IOxkw,0,6
"Female speech, woman speaking",07ul7lRva50,0,10
"Female speech, woman speaking",1luaGhGRQXc,1,10
"Female speech, woman speaking",-Wz9O_WKZvo,0,10
"Female speech, woman speaking",066kO16Btik,0,3
"Female speech, woman speaking",0qvQIuQoODo,1,4
"Female speech, woman speaking",0i24WckNCeE,3,10
"Female speech, woman speaking",1aYj7WHd5RM,1,10
"Female speech, woman speaking",1VCHaxlF37s,0,10
"Female speech, woman speaking",-IGsyG6woCo,0,10
"Female speech, woman speaking",00N83yxKYUI,0,5
"Female speech, woman speaking",0J7NMewwdKU,1,10
"Female speech, woman speaking",1f_pYw5Uih4,2,10
"Female speech, woman speaking",1cka2ikkgrM,1,10
"Female speech, woman speaking",1oljETWkf0Y,0,10
"Female speech, woman speaking",-s2ciciIvYU,0,6
"Female speech, woman speaking",1FmSxmpitBA,0,9
"Female speech, woman speaking",0NgNB76TTJM,0,5
"Female speech, woman speaking",1PtJ6jckef0,3,10
"Female speech, woman speaking",1ADNvORkKLc,2,10
"Female speech, woman speaking",-88W59dB47w,0,10
"Female speech, woman speaking",-9l-036R7ec,0,10
"Female speech, woman speaking",1TZZO0_euxY,5,7
"Female speech, woman speaking",0mipnG5k564,0,10
"Female speech, woman speaking",1c5kl2itL9c,0,10
"Female speech, woman speaking",0i3CysXArLo,0,10
"Female speech, woman speaking",014i-70HC_s,0,10
"Female speech, woman speaking",0w5O_0J67Zg,0,10
"Female speech, woman speaking",13oB1_84jpA,0,5
"Female speech, woman speaking",0XpEG6ryHQA,0,3
"Female speech, woman speaking",1Bov3GgLoY4,0,10
"Female speech, woman speaking",1XMIboVxwTk,1,10
"Female speech, woman speaking",-TFUbR-WO_I,0,10
"Female speech, woman speaking",0SnfAAnpvQo,0,5
"Female speech, woman speaking",-Ylu5A5pDMk,0,10
"Female speech, woman speaking",0bQdRu0RzOE,2,10
"Female speech, woman speaking",0wb1u-T46ZA,0,10
"Female speech, woman speaking",1BkHCsfaduk,0,3
"Female speech, woman speaking",-JlJFW2q_Q8,0,10
"Female speech, woman speaking",1dl5bCNQWA4,0,10
"Female speech, woman speaking",1ehMBHY_pcg,0,10
"Female speech, woman speaking",-8ysWJSrITc,0,10
"Female speech, woman speaking",0fHjkiXoook,0,10
"Female speech, woman speaking",-bwf8Sp82iA,0,10
"Female speech, woman speaking",0QgATk3Gvs0,0,10
"Female speech, woman speaking",-7DYigCiqUk,0,10
"Female speech, woman speaking",-Yd-Mc2L5Sc,0,9
"Female speech, woman speaking",-Qasv3-SbGA,8,10
"Female speech, woman speaking",0iTtD8RHj_E,0,10
"Female speech, woman speaking",-3K9y6H3Jos,1,10
"Female speech, woman speaking",-cVZQDn6PNQ,0,10
"Female speech, woman speaking",1q5fJHQQXlo,0,3
"Female speech, woman speaking",-aj5MhPpNM4,3,10
"Female speech, woman speaking",0CiRcrHGWio,0,7
"Female speech, woman speaking",-_wc9AWT4ys,1,10
"Female speech, woman speaking",0qmhy60KNa8,0,10
"Female speech, woman speaking",0r8w25rBQ-0,0,10
"Female speech, woman speaking",0lYCzxUKhsk,0,7
"Female speech, woman speaking",0gGorf7xlG0,0,10
"Female speech, woman speaking",0s2Wju7SiGM,5,10
"Female speech, woman speaking",13v94lbKNz4,1,10
"Female speech, woman speaking",1hXKHVcN1SE,5,10
"Female speech, woman speaking",-4FlKZIo8B4,0,10
"Female speech, woman speaking",-Klhn0OiCyQ,2,7
"Female speech, woman speaking",09pMJyKUdyI,0,10
"Female speech, woman speaking",-A8vyL66iIU,0,10
"Female speech, woman speaking",-llJvWP3tSM,6,10
"Female speech, woman speaking",1si0yIHBGSc,0,10
"Female speech, woman speaking",0SOdIMG2J0A,2,10
"Female speech, woman speaking",-TCDqe327us,0,4
"Female speech, woman speaking",0dh-PjhhN9U,5,10
"Female speech, woman speaking",1LoWXJkNzms,0,7
"Female speech, woman speaking",-Fk84HEl-7o,0,10
"Female speech, woman speaking",-BJBJczXk7M,2,7
"Female speech, woman speaking",15OKLCZema8,7,10
"Female speech, woman speaking",0UKVpF73Uvw,0,10
"Female speech, woman speaking",0fh8oPCElLo,0,10
"Female speech, woman speaking",19oVEEA5G4c,0,10
"Female speech, woman speaking",-5EoTUVneQA,0,10
"Female speech, woman speaking",1eDacKns0Hk,0,10
"Female speech, woman speaking",-_6ONBcE92A,0,10
"Female speech, woman speaking",0LMYIYcYRcg,1,10
"Female speech, woman speaking",-JAFFdfXArw,2,10
"Female speech, woman speaking",10WAJUeI3vo,0,10
"Female speech, woman speaking",1SEN5deyHys,0,10
"Female speech, woman speaking",1oc_eq2-boc,0,10
"Female speech, woman speaking",1Sp45XJ-gKc,0,10
"Female speech, woman speaking",0w3J8f2ECFs,0,10
"Female speech, woman speaking",-SlN4B7PpvM,0,3
"Female speech, woman speaking",0at9V1Ldzcs,0,10
"Female speech, woman speaking",15MysnqC2IM,0,10
"Female speech, woman speaking",0I4jIbmmyrI,0,10
"Female speech, woman speaking",1X3yXUw7Pe4,0,10
"Female speech, woman speaking",1XZHJgCwJ3w,0,10
"Female speech, woman speaking",1BFpJ67aM6s,1,5
"Female speech, woman speaking",-NL7tuUyLDM,0,10
"Female speech, woman speaking",-KgS-c5lGlE,0,10
"Female speech, woman speaking",0EyRvpCdD3M,0,5
"Female speech, woman speaking",-b3vHpLrbmQ,0,10
"Female speech, woman speaking",02qzkIBMTEw,0,10
"Female speech, woman speaking",-VrBXIJDv00,0,10
"Female speech, woman speaking",0eTsymMaeDg,0,10
"Female speech, woman speaking",0vHTUkZJeDQ,0,10
"Female speech, woman speaking",1ENeAjUSAoQ,8,10
"Female speech, woman speaking",-15_ujUhjGs,0,10
"Female speech, woman speaking",05g3TVCbDAY,0,8
"Female speech, woman speaking",-aL62QsxrLw,6,10
"Female speech, woman speaking",0nryXC0RnrE,0,10
"Female speech, woman speaking",0xguxiFSd54,0,4
"Female speech, woman speaking",0se7kFTtbpk,0,6
"Female speech, woman speaking",0gDq49p6egk,3,10
"Female speech, woman speaking",-elLA6vzAig,0,10
"Female speech, woman speaking",1LzDdG0rn9o,0,10
"Female speech, woman speaking",0z025oeqQSI,0,10
"Female speech, woman speaking",-Ltuh63l_dA,1,10
"Female speech, woman speaking",0QwLjDpW3Wk,0,3
"Female speech, woman speaking",-7cd9myo7J8,0,10
"Female speech, woman speaking",1qXbCHgo6cc,0,10
"Female speech, woman speaking",-lxbjjB7bUk,0,10
"Female speech, woman speaking",1ZDUp5E1ZzI,0,10
"Female speech, woman speaking",10RQxUIBTBU,0,10
"Female speech, woman speaking",1ND8VUM6VKw,0,10
"Female speech, woman speaking",1AbraQN5TDw,6,8
"Female speech, woman speaking",1RrMaovFW4g,0,10
"Female speech, woman speaking",1PA-eGzyIhM,0,10
"Female speech, woman speaking",1XB2W0pBAms,5,10
"Female speech, woman speaking",0rwlIFdDpro,0,10
"Female speech, woman speaking",041I2ehiMQI,0,10
"Female speech, woman speaking",-WPdQ49e5a0,0,10
"Female speech, woman speaking",1jNzK_h-ISg,5,10
"Female speech, woman speaking",1yKyj281xQc,4,7
"Female speech, woman speaking",0NmA9tKpBdw,0,10
"Female speech, woman speaking",0lFf-HP86Q0,5,10
"Female speech, woman speaking",05ExLJ7xRis,0,10
"Female speech, woman speaking",-Qo6QJo_tJA,0,10
"Female speech, woman speaking",-9R4WPSKE3Q,0,10
"Female speech, woman speaking",-rsuD0JXLRk,0,10
"Female speech, woman speaking",0VJa1W21b_o,0,10
"Female speech, woman speaking",1qQ0OCG3nQo,0,10
"Female speech, woman speaking",-YE1Llcxs7M,0,10
"Female speech, woman speaking",0Hupk6kyvgA,0,10
"Female speech, woman speaking",-7n2lwXUzvM,0,10
"Female speech, woman speaking",-1gVjWtwVrU,0,10
"Female speech, woman speaking",--9O4XZOge4,0,10
"Female speech, woman speaking",1firq5JazIQ,0,2
"Female speech, woman speaking",04e9N_422v0,0,10
"Female speech, woman speaking",0Z_RMWCAJxE,0,10
"Female speech, woman speaking",03rU2dEkVsM,0,10
"Female speech, woman speaking",1Q22f-E9a9U,5,10
"Female speech, woman speaking",-ukqIV-MwGA,6,10
"Female speech, woman speaking",0q2YcrI6NvQ,0,6
"Female speech, woman speaking",15hQC-CT7s8,0,10
"Female speech, woman speaking",-Y5nYQIRkJ0,0,10
"Female speech, woman speaking",1KOD4f2YSrg,0,10
"Female speech, woman speaking",-Zz2ZHMG6VA,0,10
"Female speech, woman speaking",-pHFn_KSw-k,0,10
Helicopter,5_ChtfSQnVs,8,10
Helicopter,E96pdA9hIPw,0,10
Helicopter,F12XKqXG7t4,0,8
Helicopter,1MeRHPU7oTs,0,10
Helicopter,91jPcI80dkI,8,10
Helicopter,7Wb2zZQkpPo,2,6
Helicopter,2okJDQuTVF4,0,10
Helicopter,5pac-XjDskw,0,10
Helicopter,3Rgjs_ttdxs,4,10
Helicopter,DrvYM8g3HWk,0,10
Helicopter,FjkQX_T8bII,0,2
Helicopter,ALdPf99u3s4,1,10
Helicopter,7PaGJgeMYiw,3,6
Helicopter,6Hz2So8JxHE,8,10
Helicopter,A5o4-vMEWMM,0,10
Helicopter,FUE8F5Pr8Sw,0,8
Helicopter,43a9o1UL3TI,0,10
Helicopter,99c5p4GvVcg,0,10
