sample_id,video_id,start,end,event_start,event_end,duration,category,onset,offset,type,haveBGM,audio_irrelevant,event_duration,label
8732,v0200fg10000ccu1s3jc77u651mnp700,10.0,20.0,0.0,27.26,27.27,12,0.0,10.0,3,0,0,10.0,12
8733,v0300fg10000c5egs5bc77u5s8d9i1t0,1.2349999999999994,11.235,4.5,7.97,20.95,37,3.27,6.74,1,1,0,3.47,37
8734,v0200fg10000cdituc3c77u91eqk4j8g,0.0,10.0,0.0,19.08,19.18,228,0.0,10.0,4,1,1,10.0,228
8735,v0d00fg10000ce0uu6jc77u5gv7u7g30,0.0,10.0,0.0,15.34,15.39,359,0.0,10.0,4,1,0,10.0,359
8736,v0200fg10000ccshnbrc77u19f2coh00,0.0,10.0,0.0,23.71,23.94,118,0.0,10.0,4,0,0,10.0,118
8737,v0200fg10000ccshnbrc77u19f2coh00,10.0,20.0,0.0,23.71,23.94,118,0.0,10.0,3,0,0,10.0,118
8738,v0300cg10000c4mbo9bc77ucet9r6m5g,0.0,10.0,0.0,55.85,55.94,133,0.0,10.0,4,1,1,10.0,133
8739,v0300cg10000c4mbo9bc77ucet9r6m5g,10.0,20.0,0.0,55.85,55.94,133,0.0,10.0,3,1,1,10.0,133
8740,v0300cg10000c4mbo9bc77ucet9r6m5g,20.0,30.0,0.0,55.85,55.94,133,0.0,10.0,3,1,1,10.0,133
8741,v0300cg10000c4mbo9bc77ucet9r6m5g,30.0,40.0,0.0,55.85,55.94,133,0.0,10.0,3,1,1,10.0,133
8742,v0300cg10000c4mbo9bc77ucet9r6m5g,40.0,50.0,0.0,55.85,55.94,133,0.0,10.0,3,1,1,10.0,133
8743,v0300fg10000cd6kskrc77u9vldkrqug,1.835,11.835,3.81,9.86,23.99,84,1.98,8.02,1,1,0,6.039999999999999,84
8744,v0d00fg10000c6ph003c77u4b93kajvg,0.0,10.0,0.0,24.96,26.47,50,0.0,10.0,4,1,1,10.0,50
8745,v0d00fg10000c6ph003c77u4b93kajvg,10.0,20.0,0.0,24.96,26.47,50,0.0,10.0,3,1,1,10.0,50
8746,v0200fg10000cdq986jc77uef9fgprb0,0.3049999999999997,10.305,4.95,15.66,15.74,344,4.65,10.0,4,1,1,5.35,344
8747,v0200fg10000cd7lmurc77udgl9m6sq0,0.0,10.0,0.0,35.8,35.8,13,0.0,10.0,4,1,1,10.0,13
8748,v0200fg10000cd7lmurc77udgl9m6sq0,10.0,20.0,0.0,35.8,35.8,13,0.0,10.0,3,1,1,10.0,13
8749,v0200fg10000cd7lmurc77udgl9m6sq0,20.0,30.0,0.0,35.8,35.8,13,0.0,10.0,3,1,1,10.0,13
8750,v0200fg10000c979aprc77u6dnj7il1g,0.0,10.0,0.0,27.7,27.87,319,0.0,10.0,4,0,1,10.0,319
8751,v0200fg10000c979aprc77u6dnj7il1g,10.0,20.0,0.0,27.7,27.87,319,0.0,10.0,3,0,1,10.0,319
8752,v0200fg10000cdb6fmjc77u596snh1a0,0.0,10.0,2.48,14.8,30.5,199,2.48,10.0,4,0,0,7.52,199
8753,v0200fg10000cdb6fmjc77u596snh1a0,10.0,20.0,2.48,14.8,30.5,199,0.0,4.8,2,0,0,4.8,199
8754,v0200fg10000c9nqo1bc77uc8q57m3o0,6.83,16.83,8.28,15.38,54.57,71,1.45,8.55,1,1,0,7.1000000000000005,71
8755,v0200fg10000c7j51hjc77u0mclvq630,0.0,10.0,0.0,29.09,29.42,131,0.0,10.0,4,1,1,10.0,131
8756,v0200fg10000c7j51hjc77u0mclvq630,10.0,20.0,0.0,29.09,29.42,131,0.0,10.0,3,1,1,10.0,131
8757,v0200fdc0000c0uahkererid4862n7c0,0.0,10.0,0.72,23.86,23.87,196,0.72,10.0,4,1,0,9.28,196
8758,v0200fdc0000c0uahkererid4862n7c0,10.0,20.0,0.72,23.86,23.87,196,0.0,10.0,3,1,0,10.0,196
8759,v0d00fg10000cdos1trc77u1htnrepjg,0.0,8.45,0.0,6.02,8.45,240,0.0,6.02,1,1,1,6.02,240
8760,v0d00fg10000cd1kncbc77ue5jj435o0,0.0,8.54,1.57,5.73,8.54,307,1.57,5.73,1,1,1,4.16,307
8761,v0200fg10000c95ql5bc77u85ser3ci0,38.315,48.315,39.46,47.17,50.71,398,1.15,8.86,1,0,0,7.709999999999999,398
8762,v0300fg10000ce03j1bc77u6moiuukv0,0.0,10.0,0.0,8.21,30.23,312,0.0,8.21,1,0,0,8.21,312
8763,v0200fg10000ca1j6mjc77ub0q56486g,18.545,28.545,19.38,27.71,44.65,235,0.83,9.16,1,1,1,8.33,235
8764,v0200fg10000c86gjrjc77u51h56qabg,0.9700000000000006,10.97,5.36,6.58,13.58,333,4.39,5.61,1,1,1,1.2200000000000006,333
8765,v0300fg10000ce07kk3c77ufs97m9fgg,0.0,10.0,0.79,66.28,69.27,108,0.79,10.0,4,0,0,9.21,108
8766,v0300fg10000ce07kk3c77ufs97m9fgg,10.0,20.0,0.79,66.28,69.27,108,0.0,10.0,3,0,0,10.0,108
8767,v0300fg10000ce07kk3c77ufs97m9fgg,20.0,30.0,0.79,66.28,69.27,108,0.0,10.0,3,0,0,10.0,108
8768,v0300fg10000ce07kk3c77ufs97m9fgg,30.0,40.0,0.79,66.28,69.27,108,0.0,10.0,3,0,0,10.0,108
8769,v0300fg10000ce07kk3c77ufs97m9fgg,40.0,50.0,0.79,66.28,69.27,108,0.0,10.0,3,0,0,10.0,108
8770,v0300fg10000ce07kk3c77ufs97m9fgg,50.0,60.0,0.79,66.28,69.27,108,0.0,10.0,3,0,0,10.0,108
8773,v0200fg10000ce4n70rc77u3c43ekpeg,26.770000000000003,36.77,31.15,36.73,36.77,334,4.38,9.96,1,1,1,5.580000000000001,334
8774,v0300fg10000cdsti8jc77udg53086q0,9.625,19.625,12.3,16.95,22.78,240,2.68,7.32,1,1,0,4.640000000000001,240
8775,v0300fg10000c97rderc77u1hfd1tjs0,0.0,10.0,0.0,28.83,29.6,5,0.0,10.0,4,0,0,10.0,5
8776,v0300fg10000c97rderc77u1hfd1tjs0,10.0,20.0,0.0,28.83,29.6,5,0.0,10.0,3,0,0,10.0,5
8777,v0d00fg10000c746qorc77ucm1p6buj0,2.4200000000000017,12.420000000000002,6.82,40.41,42.42,118,4.4,10.0,4,1,0,5.6,118
8778,v0d00fg10000c746qorc77ucm1p6buj0,12.420000000000002,22.42,6.82,40.41,42.42,118,0.0,10.0,3,1,0,10.0,118
8779,v0d00fg10000c746qorc77ucm1p6buj0,22.42,32.42,6.82,40.41,42.42,118,0.0,10.0,3,1,0,10.0,118
8780,v0d00fg10000c746qorc77ucm1p6buj0,32.42,42.42,6.82,40.41,42.42,118,0.0,7.99,2,1,0,7.99,118
8781,v0d00fg10000cb2ks0jc77u7tkqeqlg0,9.6,19.6,11.82,17.38,23.1,384,2.22,7.78,1,1,0,5.5600000000000005,384
8782,v0d00fg10000caoprdjc77u8u3o4i730,1.7300000000000004,11.73,5.9,57.56,57.7,349,4.17,10.0,4,1,0,5.83,349
8783,v0d00fg10000caoprdjc77u8u3o4i730,11.73,21.73,5.9,57.56,57.7,349,0.0,10.0,3,1,0,10.0,349
8784,v0d00fg10000caoprdjc77u8u3o4i730,21.73,31.73,5.9,57.56,57.7,349,0.0,10.0,3,1,0,10.0,349
8785,v0d00fg10000caoprdjc77u8u3o4i730,31.73,41.73,5.9,57.56,57.7,349,0.0,10.0,3,1,0,10.0,349
8786,v0d00fg10000caoprdjc77u8u3o4i730,41.73,51.73,5.9,57.56,57.7,349,0.0,10.0,3,1,0,10.0,349
8787,v0300fg10000ccuk663c77u2va76g7lg,0.0,10.0,0.0,13.71,13.72,49,0.0,10.0,4,1,1,10.0,49
8788,v0200fg10000cdok4ujc77u90r0d8020,4.725000000000001,14.725,8.38,11.07,16.0,338,3.65,6.34,1,1,1,2.69,338
8789,v0300fg10000c9ftlo3c77u99gqbjieg,0.0,10.0,1.39,28.23,28.24,120,1.39,10.0,4,1,0,8.61,120
8790,v0300fg10000c9ftlo3c77u99gqbjieg,10.0,20.0,1.39,28.23,28.24,120,0.0,10.0,3,1,0,10.0,120
8791,v0d00fg10000cdvhcdjc77ud53mhegsg,11.619999999999996,21.62,17.93,51.61,51.62,337,6.31,10.0,4,0,0,3.69,337
8792,v0d00fg10000cdvhcdjc77ud53mhegsg,21.62,31.62,17.93,51.61,51.62,337,0.0,10.0,3,0,0,10.0,337
8793,v0d00fg10000cdvhcdjc77ud53mhegsg,31.62,41.62,17.93,51.61,51.62,337,0.0,10.0,3,0,0,10.0,337
8794,v0d00fg10000cdvhcdjc77ud53mhegsg,41.62,51.62,17.93,51.61,51.62,337,0.0,9.99,2,0,0,9.99,337
8795,v0300fg10000cdrcnijc77u5e7s0jkh0,0.0,10.0,0.0,55.77,58.0,54,0.0,10.0,4,0,0,10.0,54
8796,v0300fg10000cdrcnijc77u5e7s0jkh0,10.0,20.0,0.0,55.77,58.0,54,0.0,10.0,3,0,0,10.0,54
8797,v0300fg10000cdrcnijc77u5e7s0jkh0,20.0,30.0,0.0,55.77,58.0,54,0.0,10.0,3,0,0,10.0,54
8798,v0300fg10000cdrcnijc77u5e7s0jkh0,30.0,40.0,0.0,55.77,58.0,54,0.0,10.0,3,0,0,10.0,54
8799,v0300fg10000cdrcnijc77u5e7s0jkh0,40.0,50.0,0.0,55.77,58.0,54,0.0,10.0,3,0,0,10.0,54
8800,v0d00fg10000c83pvjbc77u0skgsdhog,0.0,10.0,0.98,2.76,31.43,203,0.98,2.76,1,0,0,1.7799999999999998,203
8801,v0200fg10000cboukcbc77u48r441on0,14.85,24.85,18.35,21.35,33.57,36,3.5,6.5,1,1,1,3.0,36
8802,v0d00fg10000cdg7oijc77ua2blbnc30,0.9900000000000002,10.99,2.92,9.06,12.28,61,1.93,8.07,1,0,0,6.140000000000001,61
8803,v0300fg10000cb1cq4jc77u4c6rb2r20,0.0,10.0,0.0,20.74,21.77,312,0.0,10.0,4,1,0,10.0,312
8804,v0300fg10000cb1cq4jc77u4c6rb2r20,10.0,20.0,0.0,20.74,21.77,312,0.0,10.0,3,1,0,10.0,312
8805,v0200fg10000cd39nsrc77uamb15u3jg,4.49,14.49,5.09,13.89,38.67,67,0.6,9.4,1,0,1,8.8,67
8806,v0d00fg10000cdci84rc77u92ec21hbg,5.43,15.43,7.5,15.42,15.43,388,2.07,9.99,1,1,1,7.92,388
8807,v0200fg10000cdmvhrrc77u4ph7qjc4g,0.0,10.0,0.0,4.84,20.57,20,0.0,4.84,1,1,1,4.84,20
8808,v0d00fg10000c578b4jc77ub70jbh9sg,11.22,21.22,13.88,20.11,21.22,349,2.66,8.89,1,1,0,6.23,349
8809,v0300fg10000ccse71rc77u4nme1afig,0.0,10.0,0.0,2.19,43.37,338,0.0,2.19,1,0,0,2.19,338
8810,v0200fg10000cbdstdrc77uc3q3a3f0g,0.0,8.24,4.45,6.99,8.24,333,4.45,6.99,1,1,0,2.54,333
8811,v0200fg10000cdiupdrc77u0ho39vde0,11.185,21.185,12.04,20.33,50.11,235,0.86,9.14,1,1,1,8.280000000000001,235
8812,v03033g10000cbqe283c77ue2e0unfig,0.0,10.0,3.45,23.46,49.54,235,3.45,10.0,4,1,1,6.55,235
8813,v03033g10000cbqe283c77ue2e0unfig,10.0,20.0,3.45,23.46,49.54,235,0.0,10.0,3,1,1,10.0,235
8814,v03033g10000cbqe283c77ue2e0unfig,20.0,30.0,3.45,23.46,49.54,235,0.0,3.46,2,1,1,3.46,235
8815,v0300fg10000cdgdqtbc77u9ivbl5n7g,3.415000000000001,13.415,5.39,21.44,57.38,341,1.97,10.0,4,1,1,8.03,341
8816,v0300fg10000cdgdqtbc77u9ivbl5n7g,13.415,23.415,5.39,21.44,57.38,341,0.0,8.03,2,1,1,8.03,341
8817,v0d00fg10000cbf8cqrc77u9pial2kjg,0.0,9.1,0.0,9.1,9.1,312,0.0,9.1,1,1,1,9.1,312
8818,v0200fg10000cd3tv3rc77ucj0pvgv4g,0.0,10.0,0.0,20.66,29.43,55,0.0,10.0,4,1,1,10.0,55
8819,v0200fg10000cd3tv3rc77ucj0pvgv4g,10.0,20.0,0.0,20.66,29.43,55,0.0,10.0,3,1,1,10.0,55
8820,v0300fg10000ca9k2vjc77u0ka5h2br0,0.0,8.24,0.0,8.24,8.24,322,0.0,8.24,1,1,1,8.24,322
8821,v0d00fg10000cc09eurc77u3ccavaed0,20.11,30.11,20.28,29.94,35.04,113,0.17,9.83,1,0,0,9.66,113
8822,v0300fg10000ccd8darc77u8brvap3s0,0.8999999999999986,10.9,2.32,59.48,59.84,349,1.42,10.0,4,0,0,8.58,349
8823,v0300fg10000ccd8darc77u8brvap3s0,10.9,20.9,2.32,59.48,59.84,349,0.0,10.0,3,0,0,10.0,349
8824,v0300fg10000ccd8darc77u8brvap3s0,20.9,30.9,2.32,59.48,59.84,349,0.0,10.0,3,0,0,10.0,349
8825,v0300fg10000ccd8darc77u8brvap3s0,30.9,40.9,2.32,59.48,59.84,349,0.0,10.0,3,0,0,10.0,349
8826,v0300fg10000ccd8darc77u8brvap3s0,40.9,50.9,2.32,59.48,59.84,349,0.0,10.0,3,0,0,10.0,349
8827,v0d00fg10000c438d8bc77uc856a9590,0.0,10.0,0.0,25.53,29.77,84,0.0,10.0,4,1,0,10.0,84
8828,v0d00fg10000c438d8bc77uc856a9590,10.0,20.0,0.0,25.53,29.77,84,0.0,10.0,3,1,0,10.0,84
8829,v0d00fg10000cc7d29jc77ua3t1a954g,0.0,10.0,0.0,14.31,16.6,78,0.0,10.0,4,1,1,10.0,78
8830,v0200fg10000cb0j13rc77u7mi1dil6g,0.0,10.0,0.0,30.2,30.2,353,0.0,10.0,4,1,0,10.0,353
8831,v0200fg10000cb0j13rc77u7mi1dil6g,10.0,20.0,0.0,30.2,30.2,353,0.0,10.0,3,1,0,10.0,353
8832,v0200fg10000cb0j13rc77u7mi1dil6g,20.0,30.0,0.0,30.2,30.2,353,0.0,10.0,3,1,0,10.0,353
8833,v0d00fg10000ccdd34jc77u3o42769og,0.0,7.78,0.0,7.02,7.78,145,0.0,7.02,1,0,0,7.02,145
8834,v0200fg10000cdo08jrc77u3bhuo5ra0,0.0,10.0,1.55,23.94,29.44,84,1.55,10.0,4,0,0,8.45,84
8835,v0200fg10000cdo08jrc77u3bhuo5ra0,10.0,20.0,1.55,23.94,29.44,84,0.0,10.0,3,0,0,10.0,84
8836,v0200fg10000cd91ddjc77u9248rg180,0.0,10.0,0.0,29.66,30.21,384,0.0,10.0,4,1,1,10.0,384
8837,v0200fg10000cd91ddjc77u9248rg180,10.0,20.0,0.0,29.66,30.21,384,0.0,10.0,3,1,1,10.0,384
8838,v0200fg10000cd91ddjc77u9248rg180,20.0,30.0,0.0,29.66,30.21,384,0.0,9.66,2,1,1,9.66,384
8839,v0300fg10000c7pbmkrc77ufcvaso480,0.0,8.34,0.0,8.33,8.34,397,0.0,8.33,1,0,0,8.33,397
8840,v0d00fg10000cd2ou3jc77u91ae5sm00,0.0,10.0,0.0,4.66,19.29,306,0.0,4.66,1,1,0,4.66,306
8841,v0300fg10000c1roqk7b188thfrlt1e0,6.670000000000002,16.67,8.75,16.65,16.67,132,2.08,9.98,1,0,1,7.9,132
8842,v0200fg10000cdbkoojc77ud76g72fl0,0.0,10.0,0.0,14.27,56.93,48,0.0,10.0,4,1,0,10.0,48
8843,v0200fg10000cdbkoojc77ud76g72fl0,10.0,20.0,0.0,14.27,56.93,48,0.0,4.27,2,1,0,4.27,48
8844,v0d00fg10000c2ggp4jfu9i56q9r3u5g,0.8699999999999992,10.87,8.75,9.85,10.87,61,7.88,8.98,1,1,0,1.1000000000000003,61
8845,v0300fg10000cc62qarc77u99631pta0,0.0,10.0,0.0,14.43,14.43,14,0.0,10.0,4,1,1,10.0,14
8846,v0300fg10000cd7voh3c77u5oucsokvg,0.0,10.0,0.0,24.43,24.43,145,0.0,10.0,4,1,1,10.0,145
8847,v0300fg10000cd7voh3c77u5oucsokvg,10.0,20.0,0.0,24.43,24.43,145,0.0,10.0,3,1,1,10.0,145
8848,v0200fg10000c5vjb7jc77u3sap4js90,13.920000000000002,23.92,16.99,20.85,31.88,13,3.07,6.93,1,1,1,3.86,13
8849,v0200fg10000ccer7n3c77uccm23cfr0,0.0,10.0,0.0,13.77,13.84,84,0.0,10.0,4,0,0,10.0,84
8850,v0d00fg10000ccklnkjc77u5e6k29tp0,0.0,10.0,0.0,34.36,34.37,196,0.0,10.0,4,0,0,10.0,196
8851,v0d00fg10000ccklnkjc77u5e6k29tp0,10.0,20.0,0.0,34.36,34.37,196,0.0,10.0,3,0,0,10.0,196
8852,v0d00fg10000ccklnkjc77u5e6k29tp0,20.0,30.0,0.0,34.36,34.37,196,0.0,10.0,3,0,0,10.0,196
8853,v0200fg10000c9kvjqbc77ubgpr3gm8g,0.0,10.0,0.0,11.38,21.25,241,0.0,10.0,4,1,0,10.0,241
8854,v0200fg10000c9kvjqbc77ubgpr3gm8g,10.0,20.0,0.0,11.38,21.25,241,0.0,1.38,2,1,0,1.38,241
8855,v0200fg10000cce50urc77u97l11al10,0.0,10.0,0.0,8.71,12.2,116,0.0,8.71,1,1,1,8.71,116
8856,v0300fg10000c46igtrc77uekni0bmig,0.0,9.47,0.0,9.46,9.47,133,0.0,9.46,1,1,0,9.46,133
8857,v0200fg10000cctvrm3c77u734l55eug,5.835000000000001,15.835,8.04,13.63,24.77,20,2.2,7.79,1,1,1,5.59,20
8858,v0d00fg10000cbt48brc77u6djm83d60,0.0,10.0,0.0,20.91,22.24,105,0.0,10.0,4,1,1,10.0,105
8859,v0d00fg10000cbt48brc77u6djm83d60,10.0,20.0,0.0,20.91,22.24,105,0.0,10.0,3,1,1,10.0,105
8860,v0d00fg10000cbnq0irc77ue1b2lm4l0,0.0,10.0,0.0,14.46,31.97,98,0.0,10.0,4,1,0,10.0,98
8861,v0d00fg10000cbnq0irc77ue1b2lm4l0,10.0,20.0,0.0,14.46,31.97,98,0.0,4.46,2,1,0,4.46,98
8862,v0d00fg10000c9ka9lbc77ud6050i2o0,0.0,10.0,0.0,50.48,52.41,352,0.0,10.0,4,0,0,10.0,352
8863,v0d00fg10000c9ka9lbc77ud6050i2o0,10.0,20.0,0.0,50.48,52.41,352,0.0,10.0,3,0,0,10.0,352
8864,v0d00fg10000c9ka9lbc77ud6050i2o0,20.0,30.0,0.0,50.48,52.41,352,0.0,10.0,3,0,0,10.0,352
8865,v0d00fg10000c9ka9lbc77ud6050i2o0,30.0,40.0,0.0,50.48,52.41,352,0.0,10.0,3,0,0,10.0,352
8866,v0d00fg10000c9ka9lbc77ud6050i2o0,40.0,50.0,0.0,50.48,52.41,352,0.0,10.0,3,0,0,10.0,352
8867,v0200fg10000c3443en5qnsmf19utpj0,0.0,10.0,0.0,30.09,30.37,347,0.0,10.0,4,0,0,10.0,347
8868,v0200fg10000c3443en5qnsmf19utpj0,10.0,20.0,0.0,30.09,30.37,347,0.0,10.0,3,0,0,10.0,347
8869,v0200fg10000c3443en5qnsmf19utpj0,20.0,30.0,0.0,30.09,30.37,347,0.0,10.0,3,0,0,10.0,347
8870,v0300c610000c0llm3nivc30o1c3p2qg,3.5500000000000007,13.55,4.67,23.54,23.55,50,1.12,10.0,4,1,1,8.879999999999999,50
8871,v0300c610000c0llm3nivc30o1c3p2qg,13.55,23.55,4.67,23.54,23.55,50,0.0,9.99,2,1,1,9.99,50
8872,v0300f270000c0ibk6b12f24rrdmokd0,0.0,7.33,0.23,7.19,7.33,398,0.23,7.19,1,1,0,6.96,398
8873,v0200fg10000c7qucubc77u4amj0tq1g,0.0,10.0,0.0,70.76,70.76,12,0.0,10.0,4,0,0,10.0,12
8874,v0200fg10000c7qucubc77u4amj0tq1g,10.0,20.0,0.0,70.76,70.76,12,0.0,10.0,3,0,0,10.0,12
8875,v0200fg10000c7qucubc77u4amj0tq1g,20.0,30.0,0.0,70.76,70.76,12,0.0,10.0,3,0,0,10.0,12
8876,v0200fg10000c7qucubc77u4amj0tq1g,30.0,40.0,0.0,70.76,70.76,12,0.0,10.0,3,0,0,10.0,12
8877,v0200fg10000c7qucubc77u4amj0tq1g,40.0,50.0,0.0,70.76,70.76,12,0.0,10.0,3,0,0,10.0,12
8878,v0200fg10000c7qucubc77u4amj0tq1g,50.0,60.0,0.0,70.76,70.76,12,0.0,10.0,3,0,0,10.0,12
8879,v0200fg10000c7qucubc77u4amj0tq1g,60.0,70.0,0.0,70.76,70.76,12,0.0,10.0,3,0,0,10.0,12
8880,v0d00fg10000cdeflrjc77ubb596n5p0,0.0,10.0,0.0,29.99,30.0,398,0.0,10.0,4,1,1,10.0,398
8881,v0d00fg10000cdeflrjc77ubb596n5p0,10.0,20.0,0.0,29.99,30.0,398,0.0,10.0,3,1,1,10.0,398
8882,v0d00fg10000cdeflrjc77ubb596n5p0,20.0,30.0,0.0,29.99,30.0,398,0.0,9.99,2,1,1,9.99,398
8883,v0d00fg10000c8dkfkbc77u9m6aoqhe0,0.0,10.0,1.56,4.9,14.58,74,1.56,4.9,1,1,0,3.3400000000000003,74
8884,v0200fg10000cddhjujc77uevki4tc30,4.385000000000002,14.385000000000002,7.79,30.98,37.08,307,3.4,10.0,4,0,0,6.6,307
8885,v0200fg10000cddhjujc77uevki4tc30,14.385000000000002,24.385,7.79,30.98,37.08,307,0.0,10.0,3,0,0,10.0,307
8886,v0200fg10000cddhjujc77uevki4tc30,24.385,34.385000000000005,7.79,30.98,37.08,307,0.0,6.59,2,0,0,6.59,307
8887,v0300fg10000cbi78djc77u4tld5gejg,0.0,10.0,0.0,13.4,13.51,384,0.0,10.0,4,1,1,10.0,384
8888,v0200fg10000ccilos3c77u0psa43bhg,0.3049999999999997,10.305,3.69,6.92,22.22,349,3.39,6.62,1,0,0,3.23,349
8889,v0200fg10000cc1jhd3c77u9dcr3rc4g,3.935000000000001,13.935,6.74,11.13,34.85,54,2.8,7.2,1,1,1,4.4,54
8890,v0300fg10000cdkc9nbc77u3m7pkodk0,0.0,10.0,2.17,6.45,51.8,10,2.17,6.45,1,0,0,4.28,10
8892,v0300fg10000cdthsgjc77uduru4lpa0,0.0,10.0,0.0,14.49,15.05,148,0.0,10.0,4,0,0,10.0,148
8893,v0200fg10000c6o85kbc77udv6cbmnsg,0.0,10.0,0.0,55.17,55.17,81,0.0,10.0,4,0,0,10.0,81
8894,v0200fg10000c6o85kbc77udv6cbmnsg,10.0,20.0,0.0,55.17,55.17,81,0.0,10.0,3,0,0,10.0,81
8895,v0200fg10000c6o85kbc77udv6cbmnsg,20.0,30.0,0.0,55.17,55.17,81,0.0,10.0,3,0,0,10.0,81
8896,v0200fg10000c6o85kbc77udv6cbmnsg,30.0,40.0,0.0,55.17,55.17,81,0.0,10.0,3,0,0,10.0,81
8897,v0200fg10000c6o85kbc77udv6cbmnsg,40.0,50.0,0.0,55.17,55.17,81,0.0,10.0,3,0,0,10.0,81
8898,v0200fg10000cdevafbc77u05su96dcg,8.030000000000001,18.03,14.31,18.03,18.03,20,6.28,10.0,1,0,0,3.72,20
8899,v0200fg10000cdqonvbc77ue8j8em420,0.0,10.0,0.0,33.46,37.41,307,0.0,10.0,4,0,0,10.0,307
8900,v0200fg10000cdqonvbc77ue8j8em420,10.0,20.0,0.0,33.46,37.41,307,0.0,10.0,3,0,0,10.0,307
8901,v0200fg10000cdqonvbc77ue8j8em420,20.0,30.0,0.0,33.46,37.41,307,0.0,10.0,3,0,0,10.0,307
8902,v0d00fg10000ccvpr83c77uad39krmpg,0.0,10.0,0.0,12.23,21.62,54,0.0,10.0,4,1,1,10.0,54
8903,v0d00fg10000ccvpr83c77uad39krmpg,10.0,20.0,0.0,12.23,21.62,54,0.0,2.23,2,1,1,2.23,54
8904,v0d00fg10000c9p5al3c77ubh36960h0,35.67,45.67,37.45,53.89,56.08,76,1.78,10.0,4,1,0,8.22,76
8905,v0d00fg10000c9p5al3c77ubh36960h0,45.67,55.67,37.45,53.89,56.08,76,0.0,8.22,2,1,0,8.22,76
8906,v0200fg10000cb6n3ijc77u3bpnear5g,0.0,10.0,0.0,16.63,16.63,384,0.0,10.0,4,1,1,10.0,384
8911,v0200fg10000cc5banrc77u79udnaomg,0.0,10.0,0.0,20.56,32.9,80,0.0,10.0,4,0,0,10.0,80
8912,v0200fg10000cc5banrc77u79udnaomg,10.0,20.0,0.0,20.56,32.9,80,0.0,10.0,3,0,0,10.0,80
8914,v0300fg10000ce2t8pbc77u0p4al2880,14.94,24.94,22.73,24.91,24.94,71,7.79,9.97,1,0,0,2.1800000000000006,71
8915,v0300fa00000c0jp0fnohj21k8740n2g,12.505,22.505,14.44,20.57,25.17,231,1.94,8.07,1,1,1,6.130000000000001,231
8916,v0d00fg10000cc7thsjc77ubk2b5q5c0,0.6999999999999993,10.7,1.3,10.7,10.7,132,0.6,10.0,1,1,1,9.4,132
8917,v0300fg10000ccpckojc77u8n5fsh21g,6.009999999999998,16.009999999999998,11.31,36.0,36.01,4,5.3,10.0,4,0,0,4.7,4
8918,v0300fg10000ccpckojc77u8n5fsh21g,16.009999999999998,26.01,11.31,36.0,36.01,4,0.0,10.0,3,0,0,10.0,4
8919,v0300fg10000ccpckojc77u8n5fsh21g,26.01,36.01,11.31,36.0,36.01,4,0.0,9.99,2,0,0,9.99,4
8920,v0200fg10000cd1vb53c77u7sb9bq09g,0.0,10.0,0.0,19.86,20.03,71,0.0,10.0,4,1,1,10.0,71
8921,v0200fg10000cd1vb53c77u7sb9bq09g,10.0,20.0,0.0,19.86,20.03,71,0.0,9.86,2,1,1,9.86,71
8922,v0d00fg10000cbt2653c77u197f474s0,0.0,10.0,0.0,19.15,32.14,231,0.0,10.0,4,1,1,10.0,231
8923,v0d00fg10000cbt2653c77u197f474s0,10.0,20.0,0.0,19.15,32.14,231,0.0,9.15,2,1,1,9.15,231
8924,v0200fg10000cb0nk2bc77u5iuuruing,0.0,10.0,0.0,3.0,28.5,69,0.0,3.0,1,1,0,3.0,69
8925,v0d00fg10000cdb1lebc77u5060m4t4g,3.0249999999999986,13.025,7.02,59.03,59.07,388,4.0,10.0,4,1,0,6.0,388
8926,v0d00fg10000cdb1lebc77u5060m4t4g,13.025,23.025,7.02,59.03,59.07,388,0.0,10.0,3,1,0,10.0,388
8927,v0d00fg10000cdb1lebc77u5060m4t4g,23.025,33.025,7.02,59.03,59.07,388,0.0,10.0,3,1,0,10.0,388
8928,v0d00fg10000cdb1lebc77u5060m4t4g,33.025,43.025,7.02,59.03,59.07,388,0.0,10.0,3,1,0,10.0,388
8929,v0d00fg10000cdb1lebc77u5060m4t4g,43.025,53.025,7.02,59.03,59.07,388,0.0,10.0,3,1,0,10.0,388
8930,v0d00fg10000c91qojjc77ubqb9sckv0,0.0,10.0,0.45,22.43,49.74,56,0.45,10.0,4,1,1,9.55,56
8931,v0d00fg10000c91qojjc77ubqb9sckv0,10.0,20.0,0.45,22.43,49.74,56,0.0,10.0,3,1,1,10.0,56
8932,v0d00fg10000c91qojjc77ubqb9sckv0,20.0,30.0,0.45,22.43,49.74,56,0.0,2.43,2,1,1,2.43,56
8933,v0d00fg10000c6kvpi3c77u2jjmq3l70,0.0,9.61,2.4,9.61,9.61,349,2.4,9.61,1,0,0,7.209999999999999,349
8934,v0200fg10000c9meqo3c77u3sqnik3lg,40.815,50.815,42.81,48.82,54.53,312,2.0,8.01,1,1,0,6.01,312
8935,v0300fg10000ccjvf9jc77ua4jbm6nsg,22.83,32.83,28.89,32.83,32.83,14,6.06,10.0,1,1,0,3.94,14
8936,v0300fg10000cdfsa4rc77u7pef5gj60,0.8000000000000007,10.8,3.66,17.94,19.2,84,2.86,10.0,4,0,0,7.140000000000001,84
