sample_id,video_id,onset,offset,label
4298,v0200fg10000cdp0fhbc77u5pvfaif70,0,10,349
4299,v0300fg10000cd2g9rrc77ubff8u7ka0,0,6.27,36
4301,v0200fg10000cdpenl3c77u39sukj0g0,0,10,240
4302,v0200fg10000cdpenl3c77u39sukj0g0,0,9.65,240
4303,v0200fg10000cd2ecprc77u3p10lfsrg,3.21,6.79,54
4304,v0200fg10000c91d2qbc77u3elk8c6ig,0,7.03,307
4305,v0300fg10000c90qdc3c77ubnobtn3r0,0,10,241
4306,v0300fg10000c90qdc3c77ubnobtn3r0,0,10,241
4307,v0200fg10000cb7qnrrc77u3qml1po5g,7.52,10,164
4308,v0200fg10000c73vv3rc77ufr6mu0gg0,0,10,344
4309,v0300fg10000cafl0hjc77u8480ip78g,0,10,133
4310,v0300fg10000cbbb2ibc77u67eertm5g,0,10,133
4311,v0300fe50000bv7h070bjfe8prilkmqg,2.72,10,120
4312,v0300fe50000bv7h070bjfe8prilkmqg,0,10,120
4320,v0300fg10000c1u0nun26945geksksc0,0,10,57
4321,v0300fg10000c1u0nun26945geksksc0,0,10,57
4322,v0200fg10000cdl0vgbc77u165pj7gf0,0,10,36
4323,v0200fg10000cdl0vgbc77u165pj7gf0,0,10,36
4324,v0d00fg10000cdbps4jc77ufg0533vkg,0,5.44,333
4325,v0300fg10000cb4dn6bc77u6ilb0h34g,0,10,4
4326,v0300fg10000cb4dn6bc77u6ilb0h34g,0,9.66,4
4327,v0300fg10000cdjqt2jc77u6uk3j12ag,0,10,312
4328,v0300fg10000cdjqt2jc77u6uk3j12ag,0,10,312
4329,v0300fg10000cdjqt2jc77u6uk3j12ag,0,10,312
4330,v0d00fg10000cc3m4gbc77ub4u0kjrsg,3.06,10,228
4331,v0300ff70000bt25qlpi34upjaa3mi4g,0,10,343
4332,v0300ff70000bt25qlpi34upjaa3mi4g,0,10,343
4333,v0300ff70000bt25qlpi34upjaa3mi4g,0,10,343
4334,v0300ff70000bt25qlpi34upjaa3mi4g,0,10,343
4335,v0300ff70000bt25qlpi34upjaa3mi4g,0,10,343
4341,v0d00fg10000cdl48orc77u9t5a4kdv0,0,10,305
4342,v0300fg10000cc24ovrc77u37onpffdg,0.64,10,32
4343,v0300fg10000cc24ovrc77u37onpffdg,0,10,32
4344,v0300fg10000cc24ovrc77u37onpffdg,0,9.98,32
4345,v0d00fg10000cbojtgrc77uc3qbdh300,0,10,71
4346,v0d00fg10000cbojtgrc77uc3qbdh300,0,10,71
4347,v0d00fg10000cbojtgrc77uc3qbdh300,0,10,71
4348,v0d00fg10000cbojtgrc77uc3qbdh300,0,10,71
4349,v0d00fg10000cbojtgrc77uc3qbdh300,0,10,71
4350,v0200fg10000cc3nkkbc77u1or0m9jq0,0,10,148
4353,v0d00fg10000cbnjsnjc77u3c8dvakqg,0,10,106
4354,v0d00fg10000cbnjsnjc77u3c8dvakqg,0,10,106
4355,v0d00fg10000cbnjsnjc77u3c8dvakqg,0,10,106
4356,v0d00fg10000cbnjsnjc77u3c8dvakqg,0,10,106
4357,v0d00fg10000cbnjsnjc77u3c8dvakqg,0,10,106
4358,v0300fg10000cdcb78jc77u69vap1ssg,3.46,6.54,19
4359,v0d00fg10000cci37urc77u678rffgf0,0,10,145
4360,v0300fg10000cchk3grc77uddec8pivg,0,10,71
4361,v0300fg10000cchk3grc77uddec8pivg,0,10,71
4362,v0300fg10000cchk3grc77uddec8pivg,0,10,71
4363,v0300fg10000cchk3grc77uddec8pivg,0,10,71
4364,v0200fg10000cc8p51bc77u9j9bok88g,0,8.69,228
4367,v0200fg10000cc5fnujc77u3f1jrel8g,3.99,10,36
4368,v0200fg10000cc5fnujc77u3f1jrel8g,0,10,36
4369,v0200fg10000cc5fnujc77u3f1jrel8g,0,10,36
4370,v0200fg10000cc5fnujc77u3f1jrel8g,0,6.73,36
4371,v0d00fec0000bv7kfq470ihk6hcs1lcg,0,10,349
4372,v0d00fec0000bv7kfq470ihk6hcs1lcg,0,10,349
4373,v0200fg10000ca6v2sjc77u641ss71ag,3.68,6.32,333
4374,v0d00fg10000cckpbr3c77ubfoul6d4g,1.83,10,37
4375,v0d00fg10000cckpbr3c77ubfoul6d4g,0,8.17,37
4376,v0300fg10000ccvq783c77u3628tj0og,0,10,14
4377,v0300fg10000ccvq783c77u3628tj0og,0,10,14
4378,v0200fg10000ccoof83c77u9ljhib6cg,0,10,148
4379,v03033g10000cddmjrjc77u1q0d6t4hg,3.41,6.59,232
4380,v0200fg10000cddphv3c77ucou319tkg,5.09,10,228
4381,v0200fg10000cddphv3c77ucou319tkg,0,5.23,228
4382,v0200fg10000cdp0i2bc77u13lb5jfkg,1.37,8.64,105
4383,v0d00fg10000cch8cjbc77ud5r27c0hg,4.35,10,240
4384,v0d00fg10000cch8cjbc77ud5r27c0hg,0,10,240
4385,v0300fg10000c9da6o3c77u17qkdl1n0,0,8.13,133
4386,v0200fg10000c585s63c77ueu3ai7eog,0,10,333
4387,v0200fg10000c585s63c77ueu3ai7eog,0,10,333
4388,v0200fg10000c3nuokrc77u712k315qg,0,10,326
4389,v0200fg10000c3nuokrc77u712k315qg,0,3.68,326
4391,v0d00fg10000c8721vjc77u1i4bd8hug,0,10,20
4392,v0d00fg10000c8721vjc77u1i4bd8hug,0,10,20
4393,v0200fg10000cc856hjc77ueacsph2bg,0.79,9.2,310
4395,v0200fg10000ccclmljc77u69u1mparg,0,10,14
4396,v0200fg10000ccclmljc77u69u1mparg,0,10,14
4397,v0200fg10000ccclmljc77u69u1mparg,0,10,14
4398,v0300fg10000cdu41rrc77u6686jrtag,1.7,9.99,199
4399,v0d00fg10000c56q6cjc77u2i0a9ukg0,0.44,10,92
4400,v0200fg10000cconi4jc77ud7vp54m20,1.62,7.73,61
4401,v0300fg10000cdrfupbc77u844fh26f0,0,10,57
4402,v0300fg10000cdrfupbc77u844fh26f0,0,10,57
4403,v0200fg10000cc9lqojc77ubu11ppug0,0.28,10,322
4404,v0300fg10000cdr1e43c77u37ur8cdqg,0,10,86
4405,v0300fg10000cdr1e43c77u37ur8cdqg,0,10,86
4406,v0300fg10000cdr1e43c77u37ur8cdqg,0,10,86
4407,v0300fg10000cdr1e43c77u37ur8cdqg,0,10,86
4408,v0300fg10000cdr1e43c77u37ur8cdqg,0,10,86
4409,v0300fg10000cdr1e43c77u37ur8cdqg,0,8.43,86
4410,v0200fg10000cdb38u3c77u48psfnl10,0,10,398
4411,v0200fg10000cdb38u3c77u48psfnl10,0,10,398
4412,v0200fg10000cdb38u3c77u48psfnl10,0,10,398
4413,v0200fg10000cdb38u3c77u48psfnl10,0,10,398
4414,v0200fg10000cdb38u3c77u48psfnl10,0,10,398
4416,v0200fg10000ce4s32rc77u3jh0329g0,0,10,235
4417,v03033g10000cbaf9p3c77ub2c3u1tmg,0,7.87,322
4418,v0200fg10000c59g5m3c77u837nmlnm0,0,10,78
4419,v0200fg10000c59g5m3c77u837nmlnm0,0,10,78
4420,v0300fg10000ce03pnjc77uepuq0iap0,0,7.31,164
4422,v0200fg10000caqjrbrc77ubbt50c8a0,3.62,6.38,19
4423,v0200fg10000cbkf3dbc77u5linbmor0,0.13,10,196
4424,v0200fg10000cbkf3dbc77u5linbmor0,0,10,196
4425,v0200fg10000cbkf3dbc77u5linbmor0,0,9.88,196
4426,v0300fg10000cdrmgubc77ucg2pe8p90,0,10,310
4427,v0300fg10000cdmba1bc77u0b5m9ahf0,0,10,48
4428,v0300fg10000cdmba1bc77u0b5m9ahf0,0,10,48
4429,v0300fg10000cdmba1bc77u0b5m9ahf0,0,5.34,48
4431,v0200fg10000cbaojkjc77u9h4t9bod0,0,10,4
4432,v0200fg10000cbaojkjc77u9h4t9bod0,0,10,4
4433,v0200fg10000cbaojkjc77u9h4t9bod0,0,10,4
4434,v0200fg10000cbaojkjc77u9h4t9bod0,0,10,4
4435,v0200fg10000cbaojkjc77u9h4t9bod0,0,10,4
4436,v0300fg10000cahk2ljc77uc7n9u6t00,0,4,52
4437,v0300fg10000cavg73rc77u0cr3s8th0,0,10,326
4441,v0200fg10000cdkaq8jc77u6mkkmidk0,4.15,10,310
4442,v0200fg10000cdkaq8jc77u6mkkmidk0,0,5.85,310
4443,v0200fg10000cditsubc77uacg1utung,2.79,10,36
4444,v0200fg10000cditsubc77uacg1utung,0,10,36
4445,v0200fg10000cditsubc77uacg1utung,0,9.27,36
4448,v0d00fg10000cdigvvrc77u9m7fu6mgg,0,10,359
4449,v0300fg10000cckp4b3c77u61eb30pag,1.88,9.79,342
4450,v0200fg10000cbr02tbc77u4778hq900,8.94,10,56
4451,v0200fg10000cbr02tbc77u4778hq900,0,10,56
4452,v0200fg10000cbr02tbc77u4778hq900,0,10,56
4453,v0200fg10000cbr02tbc77u4778hq900,0,9.99,56
4454,v0200fg10000ce6p10rc77u0tsruukv0,6.13,10,235
4455,v0200fg10000ce6p10rc77u0tsruukv0,0,10,235
4456,v0200fg10000ce6p10rc77u0tsruukv0,0,10,235
4457,v0300fg10000ccglvarc77uabv762lug,4.44,10,54
4458,v0300fg10000ccglvarc77uabv762lug,0,10,54
4459,v0300fg10000ccglvarc77uabv762lug,0,5.56,54
4460,v0300fg10000c8ansqjc77u56agtksc0,0,10,358
4461,v0300fg10000c8ansqjc77u56agtksc0,0,10,358
4462,v0300fg10000c8ansqjc77u56agtksc0,0,10,358
4463,v0d00fg10000ce9ga0rc77u6ofus03k0,0,10,81
4464,v0d00fg10000ce9ga0rc77u6ofus03k0,0,10,81
4468,v0200fg10000c5uvr6jc77ud5lljolp0,1.35,10,84
4469,v0200fg10000c5uvr6jc77ud5lljolp0,0,10,84
4470,v0300fg10000cadleubc77u5fm7gl4t0,0,4.51,203
4471,v0200fg10000cddjf8rc77u0v45e5nj0,0,10,346
4472,v0200fg10000cddjf8rc77u0v45e5nj0,0,10,346
4473,v0200fg10000cddjf8rc77u0v45e5nj0,0,10,346
4474,v0d00fg10000caqilkjc77ucpomr3qvg,3.28,6.72,388
4475,v0d00fg10000cdnoec3c77u3qr5qmt20,1.1,8.91,77
4476,v0200fg10000ce690frc77u0d1aci15g,0,2.74,312
4477,v0200fg10000ce1k123c77u7e512n700,0,10,397
4478,v0200fg10000ce1k123c77u7e512n700,0,10,397
4479,v0d00fg10000ccfu7cbc77u5fkvgq8t0,0,4.62,32
4480,v0300fg10000c6doa8bc77u1li1m9sbg,0,10,61
4481,v0d00fg10000ce1mo1rc77u2u3aj8lqg,0,9.11,310
4482,v0300f150000bv30lspb2vd9ntc0gf90,2.74,10,305
4483,v0200fg10000cc83sq3c77ubi2e6tiag,2.1,10,12
4484,v0200fg10000cc83sq3c77ubi2e6tiag,0,10,12
4485,v0200fg10000cc83sq3c77ubi2e6tiag,0,10,12
4486,v0200fg10000cc83sq3c77ubi2e6tiag,0,10,12
4487,v0200fg10000cc83sq3c77ubi2e6tiag,0,10,12
4488,v0200fg10000cc6qc7rc77u7i7jr7reg,0,8.83,341
4489,v0200fg10000cb90p8jc77ud76mjhrv0,0,6.39,228
4490,v0d00fg10000cc3ls4jc77uec27ddgd0,0,10,228
4493,v0200fg10000ca7jafjc77u4cgtipo7g,1.34,10,341
4494,v0200fg10000ca7jafjc77u4cgtipo7g,0,10,341
4495,v0200fg10000ca7jafjc77u4cgtipo7g,0,8.67,341
4496,v0d00fg10000c7em1nrc77ufr6b6717g,0,10,322
4497,v0d00fg10000c7em1nrc77ufr6b6717g,0,10,322
4498,v0d00fg10000c7em1nrc77ufr6b6717g,0,10,322
4499,v0d00fg10000c7em1nrc77ufr6b6717g,0,10,322
4500,v0300fg10000cdh42tjc77u6gjc3art0,0.1,9.9,346
4509,v0200fg10000cdrd80jc77u4rh5oi9vg,6.48,9.99,235
4510,v0200fg10000cdj2193c77u3k7ijd66g,0,10,310
4511,v0200fg10000cdjqg5bc77ue52cjt97g,0,4.89,61
4512,v0300c110000c0r583ea5duphet0j96g,0.05,10,71
4513,v0d00fg10000cbgk0gjc77u47g036e40,1.86,8.14,326
4514,v0300fg10000cdkauujc77u5h0etn3tg,0,10,19
4515,v0200fg10000ce5j9hrc77u7024phd20,0,10,398
4516,v0200fg10000ce5j9hrc77u7024phd20,0,10,398
4517,v0200fg10000ce5j9hrc77u7024phd20,0,10,398
4518,v0200fg10000ce5j9hrc77u7024phd20,0,10,398
4519,v0200fg10000ce5j9hrc77u7024phd20,0,10,398
4520,v0d00fg10000cd01htbc77uflp64jok0,0,10,120
4521,v0d00fg10000cd01htbc77uflp64jok0,0,10,120
4522,v0d00fg10000cd01htbc77uflp64jok0,0,10,120
4523,v0d00fg10000cd01htbc77uflp64jok0,0,10,120
4524,v0d00fg10000cd01htbc77uflp64jok0,0,10,120
4525,v0200fg10000cc8q0qjc77u7dinb1b5g,0,2.13,203
4526,v0d00fg10000cdp0fnrc77uabo7ljj60,1.06,10,32
4527,v0d00fg10000cdp0fnrc77uabo7ljj60,0,8.93,32
4528,v0200fg10000cdb5kijc77ue37uu5jog,0,10,71
4529,v0200fg10000cdb5kijc77ue37uu5jog,0,10,71
4530,v0200fg10000cdb5kijc77ue37uu5jog,0,10,71
4531,v0200fg10000cdb5kijc77ue37uu5jog,0,10,71
4532,v0200fg10000cdb5kijc77ue37uu5jog,0,10,71
4533,v0200fg10000cdb5kijc77ue37uu5jog,0,10,71
4534,v0200fg10000c8v89t3c77ucrsc0fr90,4.56,10,19
4535,v0200fg10000c8v89t3c77ucrsc0fr90,0,5.43,19
4536,v0200f230000bsfq5dr74qgosdh74nug,2.05,9.87,235
4537,v0200fg10000cc5hhebc77ue31db0otg,0,4.64,74
4538,v0200fg10000cdfp1abc77u73diqfldg,2.51,10,81
4539,v0200fg10000cdfp1abc77u73diqfldg,0,10,81
4540,v0200fg10000cdfp1abc77u73diqfldg,0,10,81
4541,v0200fg10000cdfp1abc77u73diqfldg,0,10,81
4542,v0200fg10000cdfp1abc77u73diqfldg,0,9.99,81
4544,v0300f4c0000c09oa2hc45uh98fibps0,0,10,348
4545,v0300f4c0000c09oa2hc45uh98fibps0,0,8.53,348
4546,v0d00fg10000cdmbdi3c77udh824j83g,4.38,10,74
4547,v0300fg10000cd8uclbc77ua78toafcg,0,10,307
4548,v0300fg10000cd8uclbc77ua78toafcg,0,9.91,307
4549,v0200c300000btufqhm65u5a2qdajje0,0,10,52
4550,v0200c300000btufqhm65u5a2qdajje0,0,10,52
4551,v0d00fg10000cdkc5qjc77u1biv3dbhg,0,2.15,305
4552,v0300fg10000c3ta5ajc77u0j88huhr0,0,10,56
4553,v0300fg10000c3ta5ajc77u0j88huhr0,0,10,56
4554,v0200fg10000cdk6tvbc77u9251mk6qg,0.19,9.81,232
4555,v0300fg10000cccr6fbc77u2gsuhh9i0,0,2.47,37
4556,v0300fg10000cbpov2bc77u6oikqt2i0,0.08,9.92,20
4557,v0d00fg10000cduaa5rc77udv1f8ruk0,0,10,81
4558,v0d00fg10000catrtl3c77u73945t4pg,0,8.64,164
4559,v0d00fg10000ce62rabc77uao31399r0,0,10,398
4560,v0300fg10000cbp0bu3c77u02srbk760,3.24,6.76,240
4561,v0d00fg10000caqm15rc77udgq2f5cig,0,4.72,388
4562,v0300fg10000ccnsmt3c77u26ag05t4g,0,10,57
4563,v0200fg10000cco60r3c77uaguj6jeu0,0,4.29,312
4564,v0200fg10000cc5kdb3c77ua63eg7cj0,0,5.13,337
4565,v0200fg10000c66gbfbc77u0ukup59l0,0,10,120
4566,v0200fg10000c66gbfbc77u0ukup59l0,0,10,120
4567,v0200fg10000c66gbfbc77u0ukup59l0,0,10,120
4568,v0200fg10000c66gbfbc77u0ukup59l0,0,10,120
4569,v0200fg10000c66gbfbc77u0ukup59l0,0,10,120
4570,v0200fg10000ce4bntbc77u8f5acrgl0,0,10,346
4571,v0200fg10000ce4bntbc77u8f5acrgl0,0,10,346
4572,v0200fg10000ce4bntbc77u8f5acrgl0,0,10,346
4573,v0200fg10000ce4bntbc77u8f5acrgl0,0,10,346
4574,v0200fg10000ce4bntbc77u8f5acrgl0,0,10,346
4575,v0d00fg10000cdofij3c77u9v6usr0bg,0,10,322
4576,v0200fg10000ce8nnijc77u9lqcpve3g,0,10,116
4577,v0200fg10000ce8nnijc77u9lqcpve3g,0,10,116
4578,v0200fg10000ce8nnijc77u9lqcpve3g,0,10,116
4579,v0d00fg10000c24ciad23s0vemo465mg,4.02,10,14
4580,v0d00fg10000c24ciad23s0vemo465mg,0,10,14
4581,v0d00fg10000c24ciad23s0vemo465mg,0,10,14
4582,v0200fg10000cc3lpfbc77ud5ulnjuq0,0,10,10
4584,v0300fg10000c7r5ebbc77uaencd7a00,2.65,9.74,37
4585,v0d00fg10000c90nnvrc77u522isi3ug,0,3,322
4586,v02033g10000cboc77bc77u3d8mic360,3.7,10,105
4587,v0d00fg10000c6g4fhrc77ue9uufc0bg,0.04,9.99,326
4588,v0d00ffd0000c1ekhqui3luk909ruuug,0,10,319
4589,v0d00fg10000ce1gj5jc77ud5b86l8n0,0,10,231
4590,v0d00fg10000ce1gj5jc77ud5b86l8n0,0,10,231
4591,v0d00fg10000ce1gj5jc77ud5b86l8n0,0,10,231
4592,v0d00fg10000ccv43mbc77u7scmbk8ag,0.72,9.98,32
4593,v0d00fg10000cc1p1bbc77u53ngldcpg,0,10,307
4594,v0d00fg10000cc1p1bbc77u53ngldcpg,0,10,307
4595,v0d00fg10000cc1p1bbc77u53ngldcpg,0,10,307
4596,v0d00fg10000cc1p1bbc77u53ngldcpg,0,10,307
4597,v0d00fg10000cc1p1bbc77u53ngldcpg,0,10,307
4598,v0300fg10000cd5ui6rc77u2onrghkn0,0,10,346
4599,v0300fg10000cd5ui6rc77u2onrghkn0,0,10,346
4600,v0300fg10000cd5ui6rc77u2onrghkn0,0,10,346
4601,v0d00fg10000ccfviobc77u46ss2e73g,4.29,10,32
4602,v0d00fg10000ccfviobc77u46ss2e73g,0,10,32
4603,v0d00fg10000ccfviobc77u46ss2e73g,0,5.7,32
4604,v0200fg10000cb4ldprc77u9sljh79t0,0,2.15,164
4605,v0200fg10000cduubpbc77u6brccj120,5.32,10,19
4606,v0200fg10000cduubpbc77u6brccj120,0,10,19
4607,v0200fg10000cduubpbc77u6brccj120,0,10,19
4608,v0200fg10000cduubpbc77u6brccj120,0,9.99,19
4609,v0200fff0000btktigt8504i8vc53n3g,0,10,92
4610,v0200fff0000btktigt8504i8vc53n3g,0,10,92
4611,v0200fg10000c5mk9mbc77uf719nhbug,1.76,8.24,104
4612,v0200fg10000ccemp83c77u0642d2tog,0.63,9.37,228
4613,v0300fg10000c23a8qs3utfcrnebq550,0,10,334
4614,v0d00fg10000cdigdn3c77u3uhbe3k7g,0,10,55
4615,v0d00fg10000cdigdn3c77u3uhbe3k7g,0,10,55
4616,v0d00fg10000cdigdn3c77u3uhbe3k7g,0,10,55
4617,v0d00fg10000cdigdn3c77u3uhbe3k7g,0,10,55
4618,v0200fg10000cdqpk7bc77u5kgj3tbbg,1.38,10,106
4619,v0200fg10000cdqpk7bc77u5kgj3tbbg,0,10,106
4620,v0300fg10000c9gijrrc77ua379l28a0,0.87,10,13
4621,v0300fg10000c9gijrrc77ua379l28a0,0,10,13
4622,v0300fg10000c9gijrrc77ua379l28a0,0,10,13
4623,v0200fg10000c9qer73c77u280a7s300,0,10,322
4624,v0200fg10000c9qer73c77u280a7s300,0,10,322
4625,v0200fg10000c9qer73c77u280a7s300,0,10,322
4626,v0200fg10000c9qer73c77u280a7s300,0,10,322
4627,v0200fg10000c9qer73c77u280a7s300,0,10,322
4628,v0200fg10000cb2qiqjc77u29f6qv67g,0,10,306
4629,v0d00fg10000cdhf2abc77u64ti21tmg,0,10,312
4630,v0d00fg10000cac4pfrc77ufmfm4ju30,0,10,346
4631,v0d00fg10000cac4pfrc77ufmfm4ju30,0,10,346
4632,v0d00fg10000cac4pfrc77ufmfm4ju30,0,10,346
4633,v0300fg10000cbn0293c77u441dsa1rg,0,10,108
4634,v0300fg10000cbn0293c77u441dsa1rg,0,10,108
4635,v0300fg10000cbn0293c77u441dsa1rg,0,10,108
4636,v0300fg10000cbn0293c77u441dsa1rg,0,10,108
4637,v0300fg10000cbn0293c77u441dsa1rg,0,10,108
4638,v0300fg10000cbn0293c77u441dsa1rg,0,10,108
4639,v0300fg10000cbn0293c77u441dsa1rg,0,10,108
4640,v0200fg10000cdif82bc77ucn2p46pp0,0.3,10,199
4641,v0200fg10000cdif82bc77ucn2p46pp0,0,10,199
4642,v0200fg10000cdif82bc77ucn2p46pp0,0,9.7,199
4643,v0300fg10000cdfq07rc77uclemj9mc0,0,10,360
4644,v0300fg10000c8br7mrc77ue6j4c55lg,0,10,133
4645,v0200fg10000cc6vi3jc77u4fjcmvj80,0,10,349
4646,v0200fg10000cc6vi3jc77u4fjcmvj80,0,10,349
4647,v0200fg10000cc6vi3jc77u4fjcmvj80,0,10,349
4648,v0200fg10000cc6vi3jc77u4fjcmvj80,0,10,349
4649,v0200fg10000cbr8pcjc77u17f4inb10,4.34,5.66,338
4650,v0200fe90000bo9fr93c86dhvfots7k0,2.51,10,77
4651,v0d00fg10000cdgtunjc77ufs9p6iep0,0,10,341
4652,v0d00fg10000cdgtunjc77ufs9p6iep0,0,10,341
4653,v0d00fg10000cdgtunjc77ufs9p6iep0,0,10,341
4654,v0200fg10000ca91v1jc77u0h2dtre20,0,10,235
4655,v0300fg10000cdq3ogjc77ufku1injig,0,10,341
4656,v0300fg10000cdq3ogjc77ufku1injig,0,10,341
4657,v0300fg10000cdq3ogjc77ufku1injig,0,10,341
4658,v0300fg10000cdq3ogjc77ufku1injig,0,10,341
4659,v0200fg10000c92oot3c77u8j4q24as0,0.29,9.71,359
4660,v0200fg10000cccribjc77u2sqmofedg,0,10,358
4661,v0200fg10000cccribjc77u2sqmofedg,0,10,358
4662,v0200fg10000cccribjc77u2sqmofedg,0,10,358
4663,v0200fg10000cccribjc77u2sqmofedg,0,10,358
4664,v03033g10000cauokijc77ubc9oibcv0,0.94,10,322
4665,v0d00fg10000cb0gkr3c77u7b99fq4g0,0,10,49
4666,v0d00fg10000cb0gkr3c77u7b99fq4g0,0,10,49
4667,v0d00fg10000cb0gkr3c77u7b99fq4g0,0,10,49
4668,v0d00fg10000cb0gkr3c77u7b99fq4g0,0,10,49
4669,v0d00fg10000cb0gkr3c77u7b99fq4g0,0,10,49
4670,v0200fg10000cc9lu1rc77u3skdu3jlg,0,10,353
4671,v0200fg10000cc9lu1rc77u3skdu3jlg,0,10,353
4672,v0200cc70000bqajtffibktk90hb1cvg,0,10,145
4674,v0300fg10000cbvfm5bc77u54751vdc0,0,10,84
4675,v0300fg10000cbvfm5bc77u54751vdc0,0,10,84
4676,v0300fg10000cbvfm5bc77u54751vdc0,0,10,84
4677,v0300fg10000cbvfm5bc77u54751vdc0,0,10,84
4678,v0300fg10000cbvfm5bc77u54751vdc0,0,10,84
4679,v0300fg10000cbvfm5bc77u54751vdc0,0,10,84
4680,v0300fg10000c5feacjc77u8oq644o20,0,10,358
4681,v0300fg10000c5feacjc77u8oq644o20,0,10,358
4682,v0300fg10000c5feacjc77u8oq644o20,0,10,358
4683,v0300fg10000c5feacjc77u8oq644o20,0,10,358
4684,v0d00fg10000cd59t63c77u7rive07l0,0,10,353
4685,v0300fg10000ccdjt3rc77u35mk80c20,0,10,151
4686,v0300fg10000ccdjt3rc77u35mk80c20,0,10,151
4687,v0200f240000c0kr8babr2r7psvo03a0,0,10,334
4688,v0200f240000c0kr8babr2r7psvo03a0,0,10,334
4689,v0200f240000c0kr8babr2r7psvo03a0,0,10,334
4690,v0300fg10000c7db2vjc77ufdonb6d2g,0,10,5
4691,v0300fg10000c7db2vjc77ufdonb6d2g,0,10,5
4692,v0d00fg10000cdbq6f3c77udhhm44vv0,3.59,10,342
4693,v0200fg10000c7p9fcbc77ufceh7bfr0,0,10,84
4694,v0200fg10000c7p9fcbc77ufceh7bfr0,0,10,84
4695,v0200fg10000cb5uq9bc77u90jdllgd0,0,10,84
4696,v0200fg10000cb5uq9bc77u90jdllgd0,0,10,84
4697,v0200fg10000cdpdegjc77ucde1jpr6g,0,6.13,164
4698,v0200fg10000cd77t8jc77ucj0jnis3g,3.54,10,36
4699,v0200fg10000cd77t8jc77ucj0jnis3g,0,6.46,36
4700,v0200fg10000cb1mm4bc77udnotmkaog,0.08,10,102
4701,v0200fg10000cb1mm4bc77udnotmkaog,0,10,102
4702,v0200fg10000cb1mm4bc77udnotmkaog,0,10,102
4703,v0300fg10000cd5tcfrc77u0v83p4p40,2.82,5.14,61
4704,v0200fg10000cd1th4jc77u1b18oe850,0,10,341
4705,v0200fg10000cd1th4jc77u1b18oe850,0,10,341
4706,v0200fg10000cd1th4jc77u1b18oe850,0,10,341
4707,v0200fg10000cd1th4jc77u1b18oe850,0,10,341
4708,v0200fg10000cd1th4jc77u1b18oe850,0,10,341
4711,v0200fg10000cdatparc77udhmuj9e20,6.92,9.92,74
4712,v0200fg10000ce62k4rc77u2i355q5gg,0,10,343
4713,v0200fg10000ce62k4rc77u2i355q5gg,0,10,343
4718,v0d00fg10000cdd3gf3c77u7s7mhki8g,0,10,306
4719,v0200fg10000cdtj5j3c77u8pagc6lp0,0,7.23,337
4720,v0200fg10000ce27h6rc77u5hl4u6d10,0,10,337
4721,v0200fg10000ce27h6rc77u5hl4u6d10,0,10,337
4722,v0300fg10000cdp2virc77u1c7mjqjbg,0,10,104
4723,v0300f090000bvdd787inkp279sm0230,0,8.18,326
4724,v0d00fg10000cca6vubc77u1i9c0oi90,0,8.05,353
4725,v0d00fg10000cdb7h3jc77u8dbf53jc0,0,4.42,312
4726,v0300fg10000c79cifjc77u00qqvq0ag,4.44,10,102
4727,v0300fg10000c79cifjc77u00qqvq0ag,0,9.85,102
4728,v0200fg10000cbp3bs3c77uedegsoorg,0,6.35,151
4729,v0300fg10000ccseinrc77u0397i6nn0,0,10,104
4730,v0300fg10000cce90b3c77uc9ccefd9g,0,10,398
4731,v0300fg10000cce90b3c77uc9ccefd9g,0,10,398
4732,v0300fg10000cce90b3c77uc9ccefd9g,0,10,398
4733,v0300cg10000ca3ft63c77u2au1ov0o0,0,10,319
4734,v0200fg10000cdgabrrc77u4vebe3uk0,0,10,319
4735,v0200fg10000ccu07jbc77u14tc7c5i0,0,3,105
4736,v0300fg10000cdod45jc77u6aq1a48b0,0,10,359
4737,v0200fg10000c9sffqrc77u2sfkuvegg,0,10,341
4738,v0200fg10000c9sffqrc77u2sfkuvegg,0,10,341
4739,v0200fg10000c9sffqrc77u2sfkuvegg,0,10,341
4740,v0200fg10000c9sffqrc77u2sfkuvegg,0,10,341
4741,v0200fg10000c9sffqrc77u2sfkuvegg,0,10,341
4742,v0300fg10000cdn1u5rc77uft23f0oi0,0,10,359
4743,v0300fg10000cdn1u5rc77uft23f0oi0,0,10,359
4744,v0d00fg10000cbvfk53c77ucol3is5og,7.2,10,56
4745,v0d00fg10000cbvfk53c77ucol3is5og,0,9.99,56
4746,v0200fg10000cd8k4n3c77u02q56co20,0,10,104
4747,v0d00fg10000cdm2karc77ua62ajvf10,0,10,92
4748,v0d00fg10000cdm2karc77ua62ajvf10,0,10,92
4749,v0d00fg10000cdm2karc77ua62ajvf10,0,10,92
4750,v0d00fg10000ccsrodjc77u3t72lsnsg,0,10,388
4751,v0200fg10000c4unktrc77u69e4d96k0,0.25,9.75,341
4752,v0d00fg10000c6ics5rc77u92mj3bjog,0,10,92
4755,v0d00fg10000cdj33drc77u9rv9hcn7g,0,10,359
4756,v0d00fg10000cdj33drc77u9rv9hcn7g,0,10,359
4757,v0d00fg10000cdj33drc77u9rv9hcn7g,0,10,359
4758,v0d00fg10000cdj33drc77u9rv9hcn7g,0,10,359
4759,v0200fg10000cc69oerc77uadvutq9ng,0,10,347
