sample_id,category_name,onset,offset,label
2F-k_NG5Nbo,"Fixed-wing aircraft, airplane",0,10,11
3PxyZDi24Hc,"Fixed-wing aircraft, airplane",0,10,11
3Xb3gGBvUBY,"Fixed-wing aircraft, airplane",0,10,11
E99gGotJmUE,"Fixed-wing aircraft, airplane",0,2,11
56KgxEF8yrU,"Fixed-wing aircraft, airplane",0,10,11
36I3i529AiQ,"Fixed-wing aircraft, airplane",0,10,11
36I3i529AiQ,"Fixed-wing aircraft, airplane",0,10,15
JKJCpS-ejTs,"Fixed-wing aircraft, airplane",0,10,11
4CzHeROJhNc,"Fixed-wing aircraft, airplane",0,10,11
6nakxDQFBlI,"Fixed-wing aircraft, airplane",0,10,11
2yKeNe31rpU,"Fixed-wing aircraft, airplane",0,8,11
-LmeyyQrsCA,"Fixed-wing aircraft, airplane",0,10,11
1Kd1eUeaKdQ,"Fixed-wing aircraft, airplane",0,10,11
4X5rKJYvVfU,"Fixed-wing aircraft, airplane",0,10,11
7o74RiDSb_M,"Fixed-wing aircraft, airplane",0,6,11
5CC4RUxyCCI,"Fixed-wing aircraft, airplane",2,10,11
JH9DchBimmE,"Fixed-wing aircraft, airplane",5,10,11
4vird5nc6ik,"Fixed-wing aircraft, airplane",0,10,11
052ec29Owas,"Fixed-wing aircraft, airplane",0,10,11
Jt2ycIPZ2uU,"Fixed-wing aircraft, airplane",0,10,11
Dc1MkxD0vME,"Fixed-wing aircraft, airplane",0,10,11
8SQPfoFvUpY,"Fixed-wing aircraft, airplane",0,10,11
-Tm1A0YWcY0,"Fixed-wing aircraft, airplane",0,10,11
1QLdlIqDyHA,"Fixed-wing aircraft, airplane",0,10,11
HyAGOtC2wtM,"Fixed-wing aircraft, airplane",8,10,11
HLqhkZAW0K8,"Fixed-wing aircraft, airplane",0,10,11
ESEEIPdBkog,"Fixed-wing aircraft, airplane",0,4,11
-hFfhRVMYj0,"Fixed-wing aircraft, airplane",7,10,11
Hp9Xg_DWJoQ,"Fixed-wing aircraft, airplane",0,10,11
95jht_g3AXc,"Fixed-wing aircraft, airplane",4,10,11
5nZu6QpfG0g,"Fixed-wing aircraft, airplane",0,10,11
EMYgFKAZyf8,"Fixed-wing aircraft, airplane",0,10,11
3qOK68-L2cU,"Fixed-wing aircraft, airplane",0,10,11
58YmBQRlM0k,"Fixed-wing aircraft, airplane",0,10,11
3p-N9U8C8gw,"Fixed-wing aircraft, airplane",4,7,11
IvO1zqoBXAA,"Fixed-wing aircraft, airplane",0,10,11
BjKc3RcWnM4,"Fixed-wing aircraft, airplane",0,10,11
1Hdxp8W6IV0,"Fixed-wing aircraft, airplane",0,10,11
F0Hr4Fy89f0,"Fixed-wing aircraft, airplane",0,6,11
IOBbVjG2IC8,"Fixed-wing aircraft, airplane",0,10,11
7wv251gTz9g,"Fixed-wing aircraft, airplane",0,10,11
AQvhFMkI51Y,"Fixed-wing aircraft, airplane",0,10,11
36ifFEokXgQ,"Fixed-wing aircraft, airplane",0,10,11
9fjgGUKumyM,"Fixed-wing aircraft, airplane",0,10,11
D2BfXuSxZLg,"Fixed-wing aircraft, airplane",6,10,11
ANcBSwpwbZc,"Fixed-wing aircraft, airplane",0,10,11
JBjsk5ha-Y4,"Fixed-wing aircraft, airplane",0,10,11
BuVVYGQmC_I,"Fixed-wing aircraft, airplane",0,10,11
2f0JKXfTPrE,"Fixed-wing aircraft, airplane",0,10,11
BgIPAH8GV4E,"Fixed-wing aircraft, airplane",0,10,11
GjDwrcfeZvc,"Fixed-wing aircraft, airplane",0,10,11
AT5-AmmWlJI,"Fixed-wing aircraft, airplane",4,10,11
KVZ3Yq-RGg4,"Fixed-wing aircraft, airplane",0,10,11
-UX39TNCoJk,"Fixed-wing aircraft, airplane",0,6,11
8wJGJIqr_eU,"Fixed-wing aircraft, airplane",7,10,11
1ZeXHvqcMRE,"Race car, auto racing",3,10,20
-WsmwJzAgLo,"Race car, auto racing",0,4,20
2Jnv4ouZEEw,"Race car, auto racing",7,10,20
-Nh8B2B_lPU,"Race car, auto racing",0,10,20
4K8P4BoufRM,"Race car, auto racing",0,10,20
4DFCW3aPDcY,"Race car, auto racing",0,2,20
3Jfh4vUaw18,"Race car, auto racing",4,9,20
3As6JHFBlVg,"Race car, auto racing",4,10,20
4xudimm40HY,"Race car, auto racing",0,10,20
5IRu9K0yzxQ,"Race car, auto racing",0,10,20
-WwAxd-BBrs,"Race car, auto racing",0,10,20
-WwAxd-BBrs,"Race car, auto racing",0,10,19
22olCB3wQaA,"Race car, auto racing",5,10,20
6u_CZHfvlWQ,"Race car, auto racing",0,2,20
7wtsszJc6V8,"Race car, auto racing",0,10,20
446Sa0G5xCA,"Race car, auto racing",0,10,20
4dSzEEFUMxM,"Race car, auto racing",0,10,20
44sFddUuZDM,"Race car, auto racing",7,10,20
3N_MqBnppv0,"Race car, auto racing",0,7,20
3obLPXCKYpM,"Race car, auto racing",0,10,20
2MK_wQr3Msw,"Race car, auto racing",0,10,20
4Yti-J4YrX4,"Race car, auto racing",3,6,20
7ZGjZTmhklA,"Race car, auto racing",4,10,20
6QipAjvqRgI,"Race car, auto racing",0,4,20
3lbqsEFf4Qw,"Race car, auto racing",4,10,20
48OZxhWjepk,"Race car, auto racing",0,10,20
3LgI2wLOgVE,"Race car, auto racing",3,10,20
3HmqJtS2q2Y,"Race car, auto racing",0,10,20
1hA5COzE6sY,"Race car, auto racing",2,6,20
2JaOuIcH_2U,"Race car, auto racing",0,3,20
-iWt2y7orGc,"Race car, auto racing",6,10,20
5apSJFQBrOc,"Race car, auto racing",0,10,20
1qJMhqDhaqU,"Race car, auto racing",0,10,20
3Nwo_WKoHwk,"Race car, auto racing",0,10,20
7iseubFVGVQ,"Race car, auto racing",0,10,20
5QJ8SOQQZ7c,"Race car, auto racing",3,10,20
8KskMOm3vDE,"Race car, auto racing",8,10,20
4WfMsMlZgFk,"Race car, auto racing",0,6,20
6KO3eMyEeOg,"Race car, auto racing",1,10,20
6MST-YckqQ0,"Race car, auto racing",0,10,20
-kOR7aKjFZw,"Race car, auto racing",0,10,20
5LAmVOm_sx4,"Race car, auto racing",0,7,20
7sByY3EL3bY,"Race car, auto racing",3,10,20
6-qpfoByoa4,"Race car, auto racing",8,10,20
5JSDRgTCt7M,"Race car, auto racing",0,10,20
4Y_NJx-p_wQ,"Race car, auto racing",0,10,20
0fM0Ssy2QPo,"Race car, auto racing",6,10,20
7NUqdE-24VA,"Race car, auto racing",0,7,20
-ltM8L2kktU,"Race car, auto racing",0,10,20
-afoF2aiV0w,"Race car, auto racing",0,10,20
6hL8HNIGdcY,"Race car, auto racing",0,10,20
3ibg2eaD2jo,"Race car, auto racing",0,10,20
1LAknnlMGEA,"Race car, auto racing",0,10,20
5e_TRzVOHLo,"Race car, auto racing",7,10,20
2zCcsxgX2_0,"Race car, auto racing",3,5,20
8QDaWF7Ps6A,"Race car, auto racing",0,10,20
3bbswz0Yzkg,"Race car, auto racing",0,10,20
2S5BMgtCq7Q,"Race car, auto racing",0,6,20
-n2EQH6q-2w,"Race car, auto racing",0,10,20
5rI2La8NG7w,"Race car, auto racing",5,10,20
-sdUv_DC28k,"Race car, auto racing",0,7,20
5WVAcBwifo8,"Race car, auto racing",8,10,20
8-sPfzsLr2k,"Race car, auto racing",5,10,20
5G-0Rma9gJU,"Race car, auto racing",0,8,20
57fIhnZBDeI,"Race car, auto racing",0,6,20
-G7eX4G5Frc,"Race car, auto racing",0,10,20
3Y5XYAlo4ME,"Race car, auto racing",0,10,20
1bjZQVkbOdY,"Race car, auto racing",0,10,20
-jwhbq9xZp8,"Race car, auto racing",0,10,20
7dlXw9MV9U0,"Race car, auto racing",0,10,20
2odAQZHNDRU,"Race car, auto racing",4,7,20
7LvrJxH3o70,"Race car, auto racing",3,10,20
-Yr66H8rlAU,"Race car, auto racing",0,10,20
-f84OxDzI54,"Race car, auto racing",0,10,20
2jXY8l00Poo,"Race car, auto racing",0,8,20
-c96lccP5nc,"Race car, auto racing",0,10,20
8FnSsokvqj4,"Race car, auto racing",0,9,20
3Th367zDFec,"Race car, auto racing",0,10,20
7lP4OIywYO4,"Race car, auto racing",0,10,20
3zd4SD32QfI,"Race car, auto racing",0,10,20
1baytYmpcTA,"Race car, auto racing",0,7,20
4ua_-6aELrI,"Race car, auto racing",1,10,20
73jR_P3k8Ok,"Race car, auto racing",0,10,20
3NPJcISOvLc,"Race car, auto racing",7,10,20
6d7kNY4LGqQ,"Race car, auto racing",2,10,20
5jZ9_geG6t0,"Race car, auto racing",6,10,20
3spkRSuAaYs,"Race car, auto racing",0,10,20
-rdjUIVtyZg,"Race car, auto racing",0,10,20
576UgLDJwdo,"Race car, auto racing",0,10,20
0rrcR5ML7aI,"Race car, auto racing",0,10,20
57kFw1rqgWw,"Race car, auto racing",0,10,20
1DkfRgtApF4,"Race car, auto racing",5,10,20
3UPXKVOz_PU,"Race car, auto racing",0,10,20
1plsefHccZ8,"Race car, auto racing",0,10,20
0Q4dvc6ZjZs,"Race car, auto racing",0,10,20
7njTG7RNNcs,"Race car, auto racing",2,6,20
2eaK9N7Wsms,"Race car, auto racing",0,10,20
6fFgupzqqTQ,"Race car, auto racing",6,9,20
89IYTbZz0UM,"Race car, auto racing",0,10,20
-Z6NTNuLOTg,"Race car, auto racing",4,6,20
8-NdOdHi7Aw,"Race car, auto racing",0,10,20
1_EZv9lcy4I,"Race car, auto racing",6,10,20
7Oz8a2uZjW8,"Race car, auto racing",0,5,20
25JfZpQfJ8c,"Race car, auto racing",0,4,20
-lg_Oz9glTY,"Race car, auto racing",6,10,20
28nsX8pg7S0,"Race car, auto racing",0,10,20
-WyobeAiz5Y,"Race car, auto racing",0,10,20
2hfcKN22z1g,"Race car, auto racing",4,10,20
-1q0XHPxqe8,"Race car, auto racing",2,6,20
2BY4lNq_uGs,"Race car, auto racing",0,10,20
3JAjNVImec4,"Race car, auto racing",8,10,20
0fIUmzUs9vw,"Race car, auto racing",2,10,20
5c-I4iyLr8s,"Race car, auto racing",0,3,20
5WREYg7Oog8,"Race car, auto racing",0,10,20
5JHNje238Gg,"Race car, auto racing",7,10,20
3cMqNcphAxE,"Race car, auto racing",2,8,20
2U1u2GjkYTA,"Race car, auto racing",0,9,20
0JVINGZaGPE,"Race car, auto racing",0,10,20
3YuBzhAU_Yc,"Race car, auto racing",0,2,20
0WiZwf2uRgQ,"Race car, auto racing",0,4,20
5vD5nr9SRsk,"Race car, auto racing",0,5,20
2hQ5-4-knxk,"Race car, auto racing",0,9,20
76HsyXBFRnU,"Race car, auto racing",0,10,20
1Ie5wdMp3mk,"Race car, auto racing",0,5,20
321--jOIuTU,"Race car, auto racing",0,5,20
5l2xM19_hjk,"Race car, auto racing",0,10,20
1_5PLcKZaN4,"Race car, auto racing",0,4,20
-qYiJpX6cHc,"Race car, auto racing",0,4,20
4xiXdC2QHyk,"Race car, auto racing",0,10,20
6LanwlvMooY,"Race car, auto racing",0,10,20
5b28fA_Xo7Y,"Race car, auto racing",0,10,20
8PfAEW-985A,"Race car, auto racing",0,7,20
42Bq1abaN5c,"Race car, auto racing",3,7,20
0rpjOa_ecvc,"Race car, auto racing",2,4,20
88_NB1jCIj4,"Race car, auto racing",0,4,20
3LNQZCaXrMs,"Race car, auto racing",0,10,20
-tIE2qVG1Bc,"Race car, auto racing",0,10,20
0H69EaH1AN8,"Race car, auto racing",3,10,20
49T03J454EU,"Race car, auto racing",0,10,20
6mReoKOn-iA,"Race car, auto racing",0,10,20
8GNlbYDeHE8,"Race car, auto racing",0,10,20
6ySYK0CFbrs,"Race car, auto racing",0,4,20
5h73UUgYA8k,"Race car, auto racing",0,10,20
0pV0WP9I1zo,"Race car, auto racing",7,10,20
1bhbl7bpQSM,"Race car, auto racing",0,10,20
2lbpnXbGVmA,"Race car, auto racing",0,10,20
7E2HRnGoY3U,"Race car, auto racing",7,9,20
27Los1lbSXY,"Race car, auto racing",4,10,20
4Db-g-FYKOA,"Race car, auto racing",0,10,20
01lU03LHruc,"Race car, auto racing",0,10,20
4bma6GcgXXo,"Race car, auto racing",3,10,20
2LTe9T2zwEM,"Race car, auto racing",0,10,20
1X_SXuZnH0U,"Race car, auto racing",2,8,20
13oB1_84jpA,"Female speech, woman speaking",0,5,10
-csuF-U56nQ,"Female speech, woman speaking",8,10,10
1hXKHVcN1SE,"Female speech, woman speaking",5,10,10
1ehMBHY_pcg,"Female speech, woman speaking",0,10,10
-TCDqe327us,"Female speech, woman speaking",0,4,17
-TCDqe327us,"Female speech, woman speaking",0,4,10
0lYCzxUKhsk,"Female speech, woman speaking",0,7,10
1AbraQN5TDw,"Female speech, woman speaking",6,8,10
0s2Wju7SiGM,"Female speech, woman speaking",5,10,10
09wv_icjkEk,"Female speech, woman speaking",0,3,10
-15_ujUhjGs,"Female speech, woman speaking",0,10,10
-cVZQDn6PNQ,"Female speech, woman speaking",0,10,10
0nryXC0RnrE,"Female speech, woman speaking",0,10,10
-Qo6QJo_tJA,"Female speech, woman speaking",0,10,10
0779k0IOxkw,"Female speech, woman speaking",0,6,17
0779k0IOxkw,"Female speech, woman speaking",0,6,10
-WPdQ49e5a0,"Female speech, woman speaking",0,10,10
0sAL3SGoQAU,"Female speech, woman speaking",3,10,10
-Zz2ZHMG6VA,"Female speech, woman speaking",0,10,10
1gHWNOb6Aqg,"Female speech, woman speaking",0,10,10
0lFf-HP86Q0,"Female speech, woman speaking",5,10,10
1qXbCHgo6cc,"Female speech, woman speaking",0,10,10
1ENeAjUSAoQ,"Female speech, woman speaking",8,10,10
1jNzK_h-ISg,"Female speech, woman speaking",5,10,10
1luaGhGRQXc,"Female speech, woman speaking",1,10,10
1qQ0OCG3nQo,"Female speech, woman speaking",0,10,10
0NdIc2geEW0,"Female speech, woman speaking",4,10,10
1Bov3GgLoY4,"Female speech, woman speaking",0,10,10
0CiRcrHGWio,"Female speech, woman speaking",0,7,10
-YE1Llcxs7M,"Female speech, woman speaking",0,10,10
-TFUbR-WO_I,"Female speech, woman speaking",0,10,10
1TZZO0_euxY,"Female speech, woman speaking",5,7,10
0SnfAAnpvQo,"Female speech, woman speaking",0,5,10
-b3vHpLrbmQ,"Female speech, woman speaking",0,10,10
041I2ehiMQI,"Female speech, woman speaking",0,10,10
0r8w25rBQ-0,"Female speech, woman speaking",0,10,10
1ADNvORkKLc,"Female speech, woman speaking",2,10,10
-JlJFW2q_Q8,"Female speech, woman speaking",0,10,10
1KOD4f2YSrg,"Female speech, woman speaking",0,10,10
0XpEG6ryHQA,"Female speech, woman speaking",0,3,10
0w5O_0J67Zg,"Female speech, woman speaking",0,10,10
-Ylu5A5pDMk,"Female speech, woman speaking",0,10,10
-aL62QsxrLw,"Female speech, woman speaking",6,10,10
066kO16Btik,"Female speech, woman speaking",0,3,10
1f_pYw5Uih4,"Female speech, woman speaking",2,10,10
1yKyj281xQc,"Female speech, woman speaking",4,7,10
0J7NMewwdKU,"Female speech, woman speaking",1,10,10
0at9V1Ldzcs,"Female speech, woman speaking",0,10,10
02qzkIBMTEw,"Female speech, woman speaking",0,10,10
1Q22f-E9a9U,"Female speech, woman speaking",5,10,10
-NL7tuUyLDM,"Female speech, woman speaking",0,10,10
1SEN5deyHys,"Female speech, woman speaking",0,10,10
0q2YcrI6NvQ,"Female speech, woman speaking",0,6,10
04e9N_422v0,"Female speech, woman speaking",0,10,10
15MysnqC2IM,"Female speech, woman speaking",0,10,10
-Klhn0OiCyQ,"Female speech, woman speaking",2,7,10
-7DYigCiqUk,"Female speech, woman speaking",0,10,10
-Fk84HEl-7o,"Female speech, woman speaking",0,10,10
-ukqIV-MwGA,"Female speech, woman speaking",6,10,10
0i3CysXArLo,"Female speech, woman speaking",0,10,10
0iTtD8RHj_E,"Female speech, woman speaking",0,10,10
-aj5MhPpNM4,"Female speech, woman speaking",3,10,10
1si0yIHBGSc,"Female speech, woman speaking",0,10,10
03rU2dEkVsM,"Female speech, woman speaking",0,10,10
1Sp45XJ-gKc,"Female speech, woman speaking",0,10,10
-9l-036R7ec,"Female speech, woman speaking",0,10,10
0SOdIMG2J0A,"Female speech, woman speaking",2,10,10
1XB2W0pBAms,"Female speech, woman speaking",5,10,10
0z025oeqQSI,"Female speech, woman speaking",0,10,10
10RQxUIBTBU,"Female speech, woman speaking",0,10,10
0QgATk3Gvs0,"Female speech, woman speaking",0,10,10
-7n2lwXUzvM,"Female speech, woman speaking",0,10,10
0VJa1W21b_o,"Female speech, woman speaking",0,10,10
-d2YaOC6giw,"Female speech, woman speaking",0,5,10
1oc_eq2-boc,"Female speech, woman speaking",0,10,10
-SlN4B7PpvM,"Female speech, woman speaking",0,3,10
0UKVpF73Uvw,"Female speech, woman speaking",0,10,10
0w3J8f2ECFs,"Female speech, woman speaking",0,10,10
1c5kl2itL9c,"Female speech, woman speaking",0,10,10
0i24WckNCeE,"Female speech, woman speaking",3,10,17
0i24WckNCeE,"Female speech, woman speaking",3,10,10
0LMYIYcYRcg,"Female speech, woman speaking",1,10,10
-ccciEuH9FE,"Female speech, woman speaking",5,10,17
-ccciEuH9FE,"Female speech, woman speaking",5,10,10
-88W59dB47w,"Female speech, woman speaking",0,10,10
1X3yXUw7Pe4,"Female speech, woman speaking",0,10,10
0EyRvpCdD3M,"Female speech, woman speaking",0,5,10
1XZHJgCwJ3w,"Female speech, woman speaking",0,10,10
1BFpJ67aM6s,"Female speech, woman speaking",1,5,10
0fHjkiXoook,"Female speech, woman speaking",0,10,10
0Z_RMWCAJxE,"Female speech, woman speaking",0,10,10
0eTsymMaeDg,"Female speech, woman speaking",0,10,10
0NmA9tKpBdw,"Female speech, woman speaking",0,10,17
0NmA9tKpBdw,"Female speech, woman speaking",0,10,10
0roUiwd5-So,"Female speech, woman speaking",5,7,10
05g3TVCbDAY,"Female speech, woman speaking",0,8,10
1RrMaovFW4g,"Female speech, woman speaking",0,10,10
-Qasv3-SbGA,"Female speech, woman speaking",8,10,10
-_6ONBcE92A,"Female speech, woman speaking",0,10,10
18tvCGgxUWA,"Female speech, woman speaking",0,8,10
0qmhy60KNa8,"Female speech, woman speaking",0,10,10
-elLA6vzAig,"Female speech, woman speaking",0,10,10
-_wc9AWT4ys,"Female speech, woman speaking",1,10,10
1firq5JazIQ,"Female speech, woman speaking",0,2,10
-IGsyG6woCo,"Female speech, woman speaking",0,10,10
-7cd9myo7J8,"Female speech, woman speaking",0,10,10
1BEonVxnQl8,"Female speech, woman speaking",0,6,10
0Hupk6kyvgA,"Female speech, woman speaking",0,10,10
13v94lbKNz4,"Female speech, woman speaking",1,10,10
-9R4WPSKE3Q,"Female speech, woman speaking",0,10,17
-9R4WPSKE3Q,"Female speech, woman speaking",0,10,10
1P4RTxyrT5k,"Female speech, woman speaking",0,8,10
0rwlIFdDpro,"Female speech, woman speaking",0,10,10
1VCHaxlF37s,"Female speech, woman speaking",0,10,10
1LoWXJkNzms,"Female speech, woman speaking",0,7,10
09pMJyKUdyI,"Female speech, woman speaking",0,10,10
-3K9y6H3Jos,"Female speech, woman speaking",1,10,10
0QwLjDpW3Wk,"Female speech, woman speaking",0,3,10
-iTivTyfpDM,"Female speech, woman speaking",4,7,10
0NgNB76TTJM,"Female speech, woman speaking",0,5,10
0vHTUkZJeDQ,"Female speech, woman speaking",0,10,10
0gGorf7xlG0,"Female speech, woman speaking",0,10,10
1ND8VUM6VKw,"Female speech, woman speaking",0,10,10
0fh8oPCElLo,"Female speech, woman speaking",0,10,10
0wb1u-T46ZA,"Female speech, woman speaking",0,10,10
-Yd-Mc2L5Sc,"Female speech, woman speaking",0,9,10
0gDq49p6egk,"Female speech, woman speaking",3,10,10
0PV3MVLId_o,"Female speech, woman speaking",5,8,10
-pHFn_KSw-k,"Female speech, woman speaking",0,10,10
-Wz9O_WKZvo,"Female speech, woman speaking",0,10,10
1FmSxmpitBA,"Female speech, woman speaking",0,9,10
1G6nF00GkGE,"Female speech, woman speaking",0,5,10
1oljETWkf0Y,"Female speech, woman speaking",0,10,10
1q5fJHQQXlo,"Female speech, woman speaking",0,3,10
-rsuD0JXLRk,"Female speech, woman speaking",0,10,10
--9O4XZOge4,"Female speech, woman speaking",0,10,10
1dl5bCNQWA4,"Female speech, woman speaking",0,10,10
-4FlKZIo8B4,"Female speech, woman speaking",0,10,10
0se7kFTtbpk,"Female speech, woman speaking",0,6,10
0ADHrKrIkis,"Female speech, woman speaking",0,10,10
0bQdRu0RzOE,"Female speech, woman speaking",2,10,10
-jjWi-og5Qs,"Female speech, woman speaking",8,10,10
-s2ciciIvYU,"Female speech, woman speaking",0,6,10
014i-70HC_s,"Female speech, woman speaking",0,10,10
07ul7lRva50,"Female speech, woman speaking",0,10,10
-lxbjjB7bUk,"Female speech, woman speaking",0,10,10
0I4jIbmmyrI,"Female speech, woman speaking",0,10,10
EmFgN1D2D10,Helicopter,0,10,15
7lREiHMv_GM,Helicopter,0,2,15
F78DbT-liuw,Helicopter,0,10,15
DrvYM8g3HWk,Helicopter,0,10,15
E96ur1VuinY,Helicopter,0,10,15
5Ay777GyQ2Y,Helicopter,0,10,15
BLPhHIrPYMk,Helicopter,0,10,15
1H0fdBjsZHc,Helicopter,0,10,15
AKZxerXZ-sw,Helicopter,0,10,15
F12XKqXG7t4,Helicopter,0,8,15
CglrQQudK2o,Helicopter,2,9,15
-AcwZ-xmAKY,Helicopter,0,10,15
7Wb2zZQkpPo,Helicopter,2,6,15
DP39sTllcPU,Helicopter,0,10,15
99c5p4GvVcg,Helicopter,0,10,15
0LO5TLbEQzA,Helicopter,0,10,15
FXuFWtiLMxg,Helicopter,0,10,15
ArVDnCbQ6mU,Helicopter,7,10,15
FNKoY0cROHY,Helicopter,0,10,15
CgGGijaRZ30,Helicopter,0,10,15
EpBw3lXQ5Cg,Helicopter,3,7,15
5OowZH6JXAI,Helicopter,0,10,15
-MBK7t1sbXk,Helicopter,3,10,15
7PaGJgeMYiw,Helicopter,3,6,15
0vvHATeHM_U,Helicopter,0,10,15
0ZOyJM8b0a0,Helicopter,0,6,15
7YsVOrYcW9c,Helicopter,0,9,15
43a9o1UL3TI,Helicopter,0,10,15
FC2dqJhsfx8,Helicopter,0,5,15
A0bmJCe7zbg,Helicopter,4,7,15
-WyUAnVpexc,Helicopter,0,10,15
DZPQHyoP8ts,Helicopter,0,10,15
91jPcI80dkI,Helicopter,8,10,15
5Ze_0ECLLnI,Helicopter,0,6,15
FUE8F5Pr8Sw,Helicopter,0,8,15
3mvE_CeH9q0,Helicopter,0,10,15
36I3i529AiQ,Helicopter,0,10,11
36I3i529AiQ,Helicopter,0,10,15
-1mhTVA9zqU,Helicopter,0,10,15
2siyhxvZpWI,Helicopter,0,10,15
4m3_sQNLo80,Helicopter,0,10,15
FYBpc2RR7aI,Helicopter,0,10,15
3xMSOjiX1pg,Helicopter,2,10,15
6gC-UfM4t98,Helicopter,0,10,15
2OeVmkt7p0o,Helicopter,0,10,15
8-E3tzyQdN4,Helicopter,1,8,15
AODykrJqBko,Helicopter,0,10,15
BCyCm2E_GC0,Helicopter,0,3,15
4hijHihnKzY,Helicopter,0,10,15
0knMgMsQ-lY,Helicopter,0,10,15
47GfoGWORYU,Helicopter,3,10,15
3Jlf2R6FBRA,Helicopter,0,10,15
7aWM8cEBVy4,Helicopter,0,4,15
D9EnXMToTMw,Helicopter,0,10,15
BDGpC-SWuz0,Helicopter,0,10,15
7behQn6vykM,Helicopter,4,10,15
-Wr1LEmgz9w,Helicopter,3,10,15
5RPDLz_RCbE,Helicopter,0,10,15
-sW-B-uUiPA,Helicopter,0,10,15
CVok0hnJLZA,Helicopter,3,10,15
7qXlcJBcBPw,Helicopter,0,10,15
5-PEMVaZm10,Helicopter,0,10,15
6OlHuvJR_Dk,Helicopter,0,10,15
16k-hKzQqKc,Helicopter,0,10,15
2G3-4D-Mxoo,Helicopter,5,10,15
9MgFjf90ABQ,Helicopter,0,10,15
FZGpYL4r4Ho,Helicopter,0,10,15
CSVLZgWziqI,Helicopter,0,10,15
-gobcCuHQoQ,Helicopter,0,10,15
5mlkQdadkx0,Helicopter,0,10,15
EzPcmdRIlSI,Helicopter,0,10,15
16Ylfk61oag,Helicopter,0,10,15
967itZck8sU,Helicopter,0,10,15
6WUhDerByUo,Helicopter,0,10,15
EFqwcSJjHqs,Helicopter,0,10,15
CLm9FYDRxsA,Helicopter,0,10,15
CCMjMP46j-Y,Helicopter,0,10,15
FUJYAhOKzCU,Helicopter,4,10,15
AQh9Zek1q8k,Helicopter,0,10,15
-HZOsrgheYc,Helicopter,0,4,15
2rLgSQ6sLxM,Helicopter,1,10,15
Fqc_5UqYffI,Helicopter,0,10,15
BZ4ZWaQRP8E,Helicopter,0,10,15
FjkQX_T8bII,Helicopter,0,2,15
8gaanZpIl5E,Helicopter,0,10,15
EPy49OAZV-4,Helicopter,3,6,15
5_ChtfSQnVs,Helicopter,8,10,15
8MMDd9rzl8o,Helicopter,0,10,15
-_G5KZvVCMI,Helicopter,0,10,15
A5o4-vMEWMM,Helicopter,0,10,15
5ooG19gLD5A,Helicopter,0,10,15
1uMyymBV_eU,Helicopter,0,10,15
0fdnGzlzzl8,Helicopter,0,10,15
6B2bI7JRiIU,Helicopter,3,10,15
DOoxj59sxvM,Helicopter,0,10,15
EOiAYnxF4fo,Helicopter,3,10,15
D1YtwSPVnP0,Helicopter,0,10,15
7G9Y_TNt_xs,Helicopter,6,10,15
8q_vgp0FDhI,Helicopter,0,10,15
2okJDQuTVF4,Helicopter,0,10,15
7iIBkME4bSM,Helicopter,0,10,11
7iIBkME4bSM,Helicopter,0,10,15
FjkiiZMeI2k,Helicopter,0,10,15
ALdPf99u3s4,Helicopter,1,10,15
6aO0A4cmi9I,Helicopter,0,4,15
9LDdYvmbnD8,Helicopter,3,6,15
ApqTL3dFTdM,Helicopter,3,10,15
FK9oTEg-Qms,Helicopter,7,10,15
5OGUvwQxWtw,Helicopter,0,10,15
71veX4kAgNc,Helicopter,0,10,15
0KNggadS53A,Helicopter,0,10,15
8fpT6nvaEw4,Helicopter,0,10,15
6U1UM2ehgr0,Helicopter,0,10,15
E509105txOk,Helicopter,0,10,15
C4wisOkrsSM,Helicopter,0,10,15
77Rgr5p7dtk,Helicopter,0,6,15
1MeRHPU7oTs,Helicopter,0,10,15
9fewLloOpjQ,Helicopter,0,10,15
2vXlGSNtcn0,Helicopter,0,10,15
D_Tb_hVLBkw,Helicopter,7,10,15
Cw-US2uaOKs,Helicopter,0,10,15
3ZEHgq1o8PI,Helicopter,0,10,15
7BYaHGoCg0g,Helicopter,0,10,15
8_Pmym95DbM,Helicopter,0,5,15
4-_S8clAs8w,Helicopter,0,10,15
DrZEPAUwSCg,Helicopter,0,10,15
-tEpMSIHIsY,Helicopter,7,9,15
EqrMUYD6Ix4,Helicopter,2,8,15
3Rgjs_ttdxs,Helicopter,4,10,15
1BTrRnoPvnM,Helicopter,0,10,15
AS_csvqtZng,Helicopter,0,10,15
4-HzUlmVNP0,Helicopter,0,10,15
47kDSAP4A_0,Helicopter,0,10,15
-pcoDyofmLo,Helicopter,2,10,15
1pmY5M8h-8A,Helicopter,1,5,15
C2A9dIL2ECQ,Helicopter,2,10,15
E96pdA9hIPw,Helicopter,0,10,15
187cVfWpf6Q,Helicopter,0,10,15
4jffpo1xQ9k,Helicopter,6,10,15
Fygm03Gw19Y,Helicopter,0,10,15
56FMrkKJ96k,Helicopter,0,10,15
3WAUAEIdzQU,Helicopter,0,10,15
6Hz2So8JxHE,Helicopter,8,10,15
9ZsdRZcDAk4,Helicopter,8,10,15
3rJj2ydeqpM,Helicopter,7,10,15
05yvRPwj3Cs,Helicopter,0,6,15
0AZfjBY9tHE,"Violin, fiddle",0,10,27
06dCAQutFeI,"Violin, fiddle",0,10,27
